,BINARY+,Basic-featuretime,CG-coeff-variation,CG-entropy,CG-featuretime,CG-max,CG-mean,CG-min,DIAMETER-coeff-variation,DIAMETER-entropy,DIAMETER-featuretime,DIAMETER-max,DIAMETER-mean,DIAMETER-min,HORNY-VAR-coeff-variation,HORNY-VAR-entropy,HORNY-VAR-max,HORNY-VAR-mean,HORNY-VAR-min,KLB-featuretime,LPSLack-coeff-variation,LPSLack-max,LPSLack-mean,LPSLack-min,LP_OBJ,POSNEG-RATIO-CLAUSE-coeff-variation,POSNEG-RATIO-CLAUSE-entropy,POSNEG-RATIO-CLAUSE-max,POSNEG-RATIO-CLAUSE-mean,POSNEG-RATIO-CLAUSE-min,POSNEG-RATIO-VAR-entropy,POSNEG-RATIO-VAR-max,POSNEG-RATIO-VAR-mean,POSNEG-RATIO-VAR-min,POSNEG-RATIO-VAR-stdev,Pre-featuretime,SP-bias-coeff-variation,SP-bias-max,SP-bias-mean,SP-bias-min,SP-bias-q10,SP-bias-q25,SP-bias-q50,SP-bias-q75,SP-bias-q90,SP-unconstraint-coeff-variation,SP-unconstraint-max,SP-unconstraint-mean,SP-unconstraint-min,SP-unconstraint-q10,SP-unconstraint-q25,SP-unconstraint-q50,SP-unconstraint-q75,SP-unconstraint-q90,TRINARY+,UNARY,VCG-CLAUSE-coeff-variation,VCG-CLAUSE-entropy,VCG-CLAUSE-max,VCG-CLAUSE-mean,VCG-CLAUSE-min,VCG-VAR-coeff-variation,VCG-VAR-entropy,VCG-VAR-max,VCG-VAR-mean,VCG-VAR-min,VG-coeff-variation,VG-max,VG-mean,VG-min,cl-featuretime,cl-num-coeff-variation,cl-num-max,cl-num-mean,cl-num-min,cl-num-q10,cl-num-q25,cl-num-q50,cl-num-q75,cl-num-q90,cl-size-coeff-variation,cl-size-max,cl-size-mean,cl-size-min,cl-size-q10,cl-size-q25,cl-size-q50,cl-size-q75,cl-size-q90,cluster-coeff-coeff-variation,cluster-coeff-entropy,cluster-coeff-max,cluster-coeff-mean,cluster-coeff-min,cnfname,gsat_BestAvgImprovement_CoeffVariance,gsat_BestAvgImprovement_Mean,gsat_BestSolution_CoeffVariance,gsat_BestSolution_Mean,gsat_FirstLocalMinRatio_CoeffVariance,gsat_FirstLocalMinRatio_Mean,gsat_FirstLocalMinStep_CoeffVariance,gsat_FirstLocalMinStep_Mean,gsat_FirstLocalMinStep_Median,gsat_FirstLocalMinStep_Q.10,gsat_FirstLocalMinStep_Q.90,horn-clauses-fraction,lobjois-featuretime,lobjois-log-num-nodes-over-vars,lobjois-mean-depth-over-vars,lpIntRatio,lpTIME,ls-gsat-featuretime,ls-saps-featuretime,nclauses,nclausesOrig,nvars,nvarsOrig,reducedClauses,reducedVars,saps_BestAvgImprovement_CoeffVariance,saps_BestAvgImprovement_Mean,saps_BestSolution_CoeffVariance,saps_BestSolution_Mean,saps_FirstLocalMinRatio_CoeffVariance,saps_FirstLocalMinRatio_Mean,saps_FirstLocalMinStep_CoeffVariance,saps_FirstLocalMinStep_Mean,saps_FirstLocalMinStep_Median,saps_FirstLocalMinStep_Q.10,saps_FirstLocalMinStep_Q.90,sp-featuretime,unit-featuretime,vars-clauses-ratio,vars-reduced-depth-1,vars-reduced-depth-16,vars-reduced-depth-256,vars-reduced-depth-4,vars-reduced-depth-64
0,0.13736263699999998,-0.0,0.529707788,2.877521624,0.3,0.059107559000000004,0.002164863,0.000582751,0.11433268699999999,1.40478008,0.62,12.0,9.02689377,7.0,0.7102455520000001,1.216077415,0.004662005,0.0008246680000000001,0.000333,0.02,0.0,0.0,0.0,0.0,-512.0,0.489055371,1.06385719,1.0,0.367052392,0.0,1.035141576,0.333333333,0.027813315,0.0,0.039381374,0.02,1.038425986,0.770895367,0.152370641,0.0,2.3696999999999997e-05,0.00160586,0.12182053699999999,0.334832088,0.33887058600000003,0.394277062,0.055673022,0.031013471,0.0,0.022679976,0.023370941,0.024391527000000003,0.04475684,0.047960353,0.588744589,0.0,0.22843065699999998,1.002467405,0.011648746000000001,0.0014686629999999998,0.000896057,0.367393824,1.752727921,0.004828505,0.0014686629999999998,0.000666001,1.351082572,0.006826507,0.00068189,0.00041625,1.98,0.270716573,1182.0,714.75,479.0,526.0,552.0,713.0,797.0,1150.0,0.11470626,34.066132265,27.590229601999997,21.6097867,23.182065216999998,25.7631242,27.706840391,30.337614679,32.452471483000004,0.407696293,2.697153005,0.59047619,0.31394884300000003,0.002824825,sc18-all/factoring87654321x12345678_features_preprocessed.txt,0.372967,0.355549,0.101273,178.419,0.0337745,0.837894,0.0574565,420.266,421.0,402.0,440.0,0.590825841,2.0,0.836685522,0.20502563699999998,0.0,60.84,2.6,2.22,12012.0,12641.0,2232.0,2361.0,0.052364302,0.057795699000000006,0.224505,0.645901,0.208205,111.574,0.0256663,0.79312,0.0357827,419.301,419.5,400.0,437.0,0.1,0.04,0.18581418600000002,0.0,0.0,0.28853046600000004,0.0,0.007168459
0,0.52281962,0.08,-0.0,-512.0,20.32,0.0,-1.0,-1.0,0.042189962000000004,0.45056120899999996,2.02,9.0,8.833333332999999,8.0,2.418386627,1.450562168,0.000539793,1.0232e-05,0.0,27.62,0.0,0.0,0.0,0.0,-512.0,1.058760685,2.190277871,1.0,0.353511069,0.0,3.61230995,1.0,0.642336547,0.0,0.243584551,1762.86,0.189905603,1.0,0.832340402,0.0,0.6418117529999999,0.763636995,0.875225158,0.944271298,0.984082841,0.503693445,0.546371111,0.313969199,-0.0,0.067431035,0.20300457600000002,0.320279406,0.47882476,0.498928926,0.6651560360000001,0.0,7.683826659,2.009999903,0.065771583,6.296100000000001e-05,1.7104e-05,1.0603013490000002,3.646776697,0.001485915,6.296100000000001e-05,1.4829000000000002e-05,1.718489566,0.047365393,0.0047157909999999996,1.4829000000000002e-05,2.0,0.36230410799999996,420.0,263.25,183.0,183.0,190.0,260.0,420.0,420.0,0.106773563,19.292857143,16.82355471,14.280769230999999,14.280769230999999,16.447368421,17.273224044000003,19.292857143,19.292857143,-0.0,-0.0,0.0,-1.0,-1.0,sc18-all/course0.12_2018_3_3_features_preprocessed.txt,0.0,1.7084,0.0,12619.0,0.0,1.31559,0.0,0.0,0.0,0.0,0.0,0.548308548,2.0,0.136315144,0.036341207,0.0,61.98,2.38,2.36,337166.0,630921.0,116935.0,428362.0,0.871247397,2.663248813,0.0,3.26887,0.0,29014.0,0.0,2.29066,0.0,0.0,0.0,0.0,0.0,68.66,2.38,0.346817295,0.0,0.0,0.001941249,0.0,8.552e-06
0,0.01058287,0.04,0.168090911,1.849269857,3.68,0.000145322,0.000109014,2.1371e-05,0.0021512320000000003,0.894083126,2.02,279.0,277.461077844,276.0,0.078535702,0.239818091,3.8468000000000005e-05,1.7112e-05,1.2822999999999999e-05,2.6,0.0,0.0,0.0,0.0,-512.0,0.568372819,0.492296656,1.0,0.445138049,0.0,0.35172107,0.5,0.05619043,0.0,0.021691554,0.56,0.20589454399999998,0.7816777429999999,0.24760332300000001,0.000363365,0.25049144,0.250492852,0.250492852,0.250492853,0.250553222,0.622204532,0.057163177999999995,0.012059828,0.001674648,0.010688702,0.010688702,0.010688702,0.010688718,0.01090026,0.835102132,0.0,0.123464293,0.5044480060000001,0.00010081200000000001,7.9498e-05,5.0406000000000005e-05,0.087900394,0.366815646,8.1209e-05,7.9498e-05,2.5645e-05,0.075067631,4.2742e-05,4.1992e-05,1.7097e-05,2.0,0.149974,329.0,255.62162162200002,170.0,203.0,224.0,254.0,288.0,310.0,0.40824810200000006,16.72972973,8.889561091000001,2.877419355,3.816326531,5.672297297,8.381165918999999,11.97993311,13.770992366,0.123303865,2.025031585,0.488888889,0.29104975,0.173684211,sc18-all/ecarev-110-1031-23-40-1_features_preprocessed.txt,0.308012,0.428429,0.010883,3598.25,0.00336197,0.9131,0.00725281,8516.0,8502.0,8447.0,8573.0,0.173924937,2.0,0.028164842000000002,0.00708017,0.0,77.46,2.38,2.12,233963.0,248471.0,39678.0,42271.0,0.062009805,0.065351076,0.535817,1.85655,0.444766,4459.5,0.245479,1.08446,1.41421,4255.0,4255.0,0.0,0.0,1.46,0.0,0.169590918,0.00022682599999999999,0.0011845360000000001,0.0011845360000000001,0.0011845360000000001,0.0011845360000000001
0,0.193160732,-0.0,0.77346238,3.110770053,0.34,0.121321905,0.002471749,0.00035345099999999996,0.103163825,1.290928616,0.52,11.0,8.80060423,7.0,0.847198272,1.3430796040000001,0.006538835,0.0009380139999999999,0.00035345099999999996,0.02,0.0,0.0,0.0,0.0,-512.0,0.566071545,1.191542366,1.0,0.40658890799999997,0.0,1.173971838,0.860465116,0.041411275,0.0,0.088132448,0.02,1.002244284,0.983387311,0.208032188,1e-09,0.000140796,0.003385887,0.152401794,0.40981412100000003,0.457505373,0.50514568,0.07089493200000001,0.028310584,0.0,0.013982423,0.018220438000000002,0.022823746000000002,0.045643612,0.049640739,0.594945657,0.0,0.268028001,1.053777954,0.018117765,0.001619433,0.001006543,0.463552025,1.866175806,0.006803923000000001,0.001619433,0.000706901,1.65810507,0.009543165,0.0008439589999999999,0.00035345099999999996,2.0,0.347009348,1594.0,854.266666667,554.0,585.0,618.0,716.0,1104.0,1265.0,0.232721183,72.412137681,45.00726152399999,30.520949720999997,33.497764531,36.815884477,40.952586206999996,52.661812298,55.894339623,0.484344796,2.827974488,0.529411765,0.29607317899999996,0.001459854,sc18-all/prime_119218851371_features_preprocessed.txt,0.270887,0.337487,0.0845266,164.118,0.0161493,0.841945,0.0339806,380.09,380.0,364.0,396.0,0.619510471,2.0,0.99545049,0.38584769399999996,0.0,60.84,2.72,2.24,11317.0,23693.0,1987.0,4365.0,1.093576036,1.196779064,0.350112,0.628446,0.3831,85.8428,0.0479544,0.795066,0.0675693,380.742,382.0,364.0,400.0,0.14,0.44,0.17557656600000002,0.0,0.0,0.315047811,0.0,0.026673377
0,0.11743175199999999,-0.0,0.7939711290000001,4.036974097,6.34,0.13756291,0.021153387000000003,0.000762544,0.0,-0.0,0.1,3.0,3.0,3.0,1.1062118859999999,3.995329173,0.04331249,0.007187427,0.000762544,-0.0,7.699721702000001,0.5,0.008293839,0.0,-0.025316456,0.331222704,0.742455402,1.0,0.854354125,0.0,3.168177295,1.0,0.35068994700000006,0.0,0.344104897,0.02,0.2828029,1.0,0.7147681379999999,0.23311226399999999,0.442578142,0.5322809860000001,0.8064916320000001,0.873704936,0.932997905,0.542682729,0.55035378,0.22647440300000002,0.029742781,0.07538993599999999,0.141186414,0.18450841699999998,0.34432738799999996,0.40877000799999996,0.11743175199999999,0.0,0.8339331059999999,0.9068383059999999,0.208530806,0.011083268,0.004739335999999999,0.9599015129999999,4.198947808,0.052920543,0.011083268,0.000762544,0.18738548,0.060850999,0.031517997,0.000762544,1.98,0.696343142,3562.0,989.3461538460001,277.0,473.0,553.0,807.0,1102.0,1907.0,0.779405386,78.046603032,24.907154510999998,11.404181185,11.872596154000002,14.592173017999999,18.698863636,22.766339869,75.95061728399999,0.7068938929999999,2.208025576,0.42145728600000004,0.122635585,0.006752559,sc18-all/a_rphp045_05_features_preprocessed.txt,0.337748,2.30347,0.315316,1.14411,0.00250244,0.994189,0.0675796,123.666,124.0,113.0,134.0,0.816989477,2.0,0.755080802,0.226621564,0.9834123220000001,0.44,2.42,2.28,6557.0,6643.0,422.0,472.0,0.013115753999999999,0.118483412,0.194318,3.32255,4.64216,1.17874,0.015353,0.993927,0.0694235,123.809,124.0,113.0,134.0,0.28,0.0,0.06435870099999999,0.011848341,0.18957346,0.791469194,0.047393365,0.720379147
0,0.448765894,0.0,0.344087497,2.143953695,0.0,0.02617801,0.010762101999999999,0.002991773,0.073902097,1.092788785,0.02,11.0,9.950617284,8.0,0.166560164,0.645574978,0.005983545,0.0031620740000000004,0.002243829,0.0,3.490387015,0.5,0.033076923,0.0,0.038893044,0.41350177200000005,1.103065832,1.0,0.699202194,0.0,0.79296815,1.0,0.025318165,0.0,0.089686431,0.0,0.236800028,1.0,0.461480406,0.11891327800000001,0.299015996,0.47451680700000004,0.4884706,0.490201547,0.535274634,0.188456994,0.132370872,0.050452087,0.038222952000000004,0.045829497999999996,0.048302819000000004,0.05039765400000001,0.050528792999999995,0.050777011,0.509349289,0.0,0.328052135,0.9777341909999999,0.018461538,0.009435591,0.006153846,0.132999533,0.9786354970000001,0.01421092,0.009435591,0.0037397159999999997,0.128113187,0.011219146999999999,0.007313733,0.0037397159999999997,1.98,0.137161024,4097.0,3132.7692307690004,2452.0,2685.0,2936.0,3014.0,3221.0,3912.0,0.110058455,26.846114519,22.745260103000003,17.779362972999998,19.51223491,21.460402685,23.201414514,24.499844769,25.485721259,0.349178995,2.246493863,0.444444444,0.16448364199999999,0.068965517,sc18-all/mchess_16_features_preprocessed.txt,0.313571,0.922605,0.919349,2.54757,0.0294108,0.875376,0.0926372,66.4432,66.0,59.0,74.0,0.492146597,2.0,0.943855782,0.6316751429999999,0.907692308,0.06,2.86,2.42,1337.0,1596.0,325.0,480.0,0.193717277,0.47692307700000003,0.187165,1.43466,0.738655,4.81809,0.0319112,0.8857,0.0951878,66.4024,66.0,58.0,74.0,0.02,0.0,0.24308152600000002,0.0,0.003076923,0.5015384620000001,0.003076923,0.003076923
0,0.013637158,-0.0,-0.0,-512.0,20.16,0.0,-1.0,-1.0,0.11578530599999999,1.298058202,0.98,10.0,7.806028834,6.0,0.595274897,3.16255241,0.002797366,0.000802778,0.000174835,-0.0,0.0,0.0,0.0,0.0,-512.0,0.665040355,2.56957087,1.0,0.34449204299999997,0.0,3.115440235,0.8,0.09727121400000001,0.0,0.11692441599999999,0.04,1.046067316,0.8585256990000001,0.16108393699999998,7.6737e-05,0.013193024,0.038819866,0.103286912,0.221962346,0.38480028200000005,0.9819219140000001,0.16952156399999999,0.036733672,1.3748e-05,0.00040339,0.00434285,0.021876151,0.069948538,0.09257139199999999,0.086077277,0.0,0.31983688,2.149715441,0.028795812,0.009046738,0.002617801,1.308266333,4.877417328,0.062241389,0.009046738,0.000524506,0.533796446,0.0042543270000000005,0.001798699,0.000233114,2.0,0.083131415,2348.0,2213.1428571429997,1847.0,1847.0,2018.0,2318.0,2338.0,2348.0,0.12247238699999999,33.78592666,27.413659279,22.82837033,22.82837033,24.785349233,26.53849444,30.248921484,33.78592666,-0.0,-0.0,0.0,-1.0,-1.0,sc18-all/Karatsuba7654321x1234567_features_preprocessed.txt,0.424182,0.497301,0.149931,56.5822,0.0623729,0.855007,0.0743593,131.422,132.0,121.0,142.0,0.127688094,2.0,0.435860191,0.156913061,0.0,61.9,2.18,2.04,17159.0,17253.0,764.0,775.0,0.005478175,0.014397906,0.24395,0.99633,0.31791,57.7002,0.0524963,0.852461,0.0715389,130.546,131.0,121.0,140.0,0.84,0.0,0.044524739,0.0,0.019633508,0.019633508,0.019633508,0.019633508
0,0.51711017,0.2,-0.0,-512.0,20.04,0.0,-1.0,-1.0,0.055872607000000005,0.562335145,2.14,8.0,7.75,7.0,2.644374093,1.117420115,0.00023965599999999998,2.956e-06,0.0,273.14,0.0,0.0,0.0,0.0,-512.0,1.054042436,2.286199888,1.0,0.36403272200000003,0.0,3.468991338,1.0,0.719278823,0.0,0.207524527,3254.5,0.17207704199999999,1.0,0.841508994,0.0,0.673237176,0.796478879,0.885941645,0.9355559259999999,0.9621494620000001,0.372971737,1.0,0.36573057,-0.0,0.169084987,0.272321866,0.41121336,0.488585923,0.5,0.62119336,0.0,8.466492801000001,2.203871968,0.048711292999999996,2.4531e-05,5.186e-06,0.852768858,3.733539475,0.000642236,2.4531e-05,2.102e-06,2.066611845,0.025761958999999997,0.0023065860000000002,2.102e-06,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-1.0,-1.0,sc18-all/course_flat_0.12_2018_3_5_features_preprocessed.txt,0.0,2.74456,0.0,90451.0,0.0,2.83724,0.0,0.0,0.0,0.0,0.0,0.535576288,2.04,0.127975416,0.027241164,0.0,61.4,3.2,3.24,951364.0,1733042.0,385619.0,1205993.0,0.8216392459999999,2.127421107,0.0,6.33579,0.0,110738.0,0.0,4.67961,0.0,0.0,0.0,0.0,0.0,362.08,4.74,0.405332764,0.0,0.0,0.0,0.0,0.0
0,0.012711864,0.04,-0.0,-512.0,20.02,0.0,-1.0,-1.0,0.0,-0.0,2.04,61.0,61.0,61.0,3.446742123,0.327412143,0.000529661,1.1261e-05,4.414e-06,5.44,0.0,0.0,0.0,0.0,-512.0,0.590587718,0.821357755,1.0,0.395621469,0.0,0.144413826,0.166666667,0.005470085,0.0,0.029694428,1.34,3.5866213910000004,0.622737556,0.033162922000000004,0.0,0.0,0.0,0.0,0.000117446,0.031973404,0.19246997899999999,0.026695688999999998,0.0254654,-0.0,0.026386976,0.026695684,0.026695688999999998,0.026695688999999998,0.026695688999999998,0.75,0.0,0.251386598,0.648250646,8.547e-05,5.9538999999999994e-05,3.4188e-05,2.398122667,0.31093090100000004,0.001059322,5.9538999999999994e-05,2.6483e-05,2.530645157,0.00058042,3.1218000000000005e-05,1.5448e-05,2.0,0.899222547,181.0,63.684210526,2.0,3.0,4.0,69.0,117.0,145.0,0.7522871790000001,166.0,73.847524551,17.588888889,18.283333332999998,23.445544554,61.94904458600001,133.0,156.33333333299998,-0.0,-0.0,0.0,-1.0,-1.0,sc18-all/Nb8T60_features_preprocessed.txt,1.93134,12.6037,1.41301,10735.0,0.864432,1.45559,0.666737,6374.0,8463.5,0.0,8508.0,0.14039548,2.02,0.09647375400000001,0.04300767,0.0,60.16,2.34,2.26,453120.0,453120.0,58500.0,114180.0,0.0,0.951794872,0.0,3.16778,0.0,9518.0,0.0,0.967191,0.0,8473.0,8473.0,8473.0,8473.0,2.96,0.48,0.129104873,0.0,0.0,0.0,0.0,0.0
0,0.077062011,-0.0,0.621820112,4.390813583,12.92,0.150913105,0.018063825,0.000401365,0.0,-0.0,0.16,3.0,3.0,3.0,0.9942749259999999,4.262436785,0.028797912999999998,0.005836821999999999,0.000401365,-0.0,8.91627725,0.5,0.00621118,0.0,-0.018462773000000002,0.439790311,0.8420187490000001,1.0,0.782078113,0.0,3.02651475,1.0,0.433379676,0.0,0.38307492200000004,0.02,0.294822821,1.0,0.728234485,0.232476491,0.39576392,0.504514179,0.815827251,0.8917200940000001,0.9421469729999999,0.5903991479999999,0.630986663,0.203239007,0.023609845,0.061922259,0.119730923,0.16601859,0.323106479,0.377666935,0.077062011,0.0,0.771249427,0.9463060320000001,0.265010352,0.009323626,0.004140787,0.9596955420000001,4.535290858,0.0380293,0.009323626,0.000401365,0.22189161899999998,0.045153522,0.023579965,0.000401365,1.98,1.148889917,3275.0,492.739130435,116.0,157.0,215.0,308.0,551.0,843.0,1.0337509740000002,85.473317865,16.364305309000002,6.549707602000001,8.102766798,8.673992673999999,10.334261838,17.703125,22.265263158000003,1.093589027,1.932853739,0.477993061,0.107256835,0.004834947,sc18-all/a_rphp065_04_features_preprocessed.txt,0.301896,2.73049,8.85118,1.30998,0.0198405,0.995802,0.0640303,151.892,152.0,140.0,164.0,0.743327313,2.0,0.519139252,0.152784793,0.98757764,0.66,2.32,2.26,9966.0,10063.0,483.0,552.0,0.009733093,0.14285714300000002,0.170011,3.79713,0.0841938,1.00724,0.0014142,0.996129,0.0596413,152.128,152.0,140.0,164.0,0.34,0.0,0.04846478,0.008281573,0.132505176,0.6521739129999999,0.033126294,0.616977226
0,0.0,0.0,0.047763143,1.07429764,0.0,0.016071428999999998,0.014073661000000001,0.013392857,0.0,-0.0,0.02,4.0,4.0,4.0,0.25818107100000004,1.7096629,0.008035714000000001,0.004654018,0.0008928569999999999,0.0,0.784000044,0.498800959,0.22128672100000002,0.0,0.039945187,0.577268723,0.5553640639999999,1.0,0.495833333,0.333333333,0.635060336,0.090909091,0.030113636000000003,0.0,0.042787524,0.0,0.908419579,0.29191884,0.090156965,0.00010865899999999999,0.007030631,0.02095603,0.056903485999999996,0.161628029,0.221591655,0.134340002,0.095765136,0.076111999,0.049952458,0.06126711,0.06902124700000001,0.077660964,0.084640485,0.088175685,1.0,0.0,0.0,-0.0,0.009375,0.009375,0.009375,0.061629424,0.8885414620000001,0.010714286000000002,0.009375,0.008928571,0.061629424,0.021428571,0.01875,0.017857143,1.98,0.025350168,4202.0,3989.875,3909.0,3909.0,3928.0,3955.0,4114.0,4202.0,0.036618068,29.826273203000003,27.714013648,26.618470855,26.618470855,27.140700947,27.72150292,28.714146816,29.826273203000003,0.043745168,0.760502452,0.125,0.11954852699999999,0.10526315800000001,sc18-all/20180322_164238439_p_cnf_320_1120_features_preprocessed.txt,0.389241,0.341818,0.252542,10.8957,0.0514909,0.802112,0.089145,63.3515,63.0,56.0,71.0,0.49642857100000004,2.0,0.676539943,0.40897258,0.234375,2.4,2.92,2.42,1120.0,1120.0,320.0,320.0,0.0,0.0,0.205999,0.815351,0.244893,14.2901,0.0525146,0.822926,0.0899394,63.2611,63.0,56.0,71.0,0.02,0.0,0.28571428600000004,0.0,0.003125,0.25,0.0,0.25
0,0.05223406,0.02,0.5097681039999999,3.491307585,3.68,0.011747643,0.00036708199999999997,7.8094e-05,0.106861974,0.6717192740000001,2.02,10.0,8.524180967000001,7.0,0.49397666799999995,1.905247425,0.000290065,0.000108417,3.3469e-05,0.42,0.0,0.0,0.0,0.0,-512.0,0.39369722100000004,0.971355038,1.0,0.40654891,0.0,0.528754202,0.666666667,0.038345346,0.0,0.136125309,0.48,2.407792655,0.72425551,0.053031321,0.0,1.7e-08,2.3399999999999998e-07,9.9462e-05,0.006694556999999999,0.27852422600000004,1.207370144,0.367859625,0.042054398,1.727e-05,0.001274386,0.022585999,0.027721061,0.044132245,0.063308037,0.58848664,0.0,1.43868399,0.8586855170000001,0.032225767999999995,0.000214097,0.000125149,0.47802946700000004,2.01484894,0.000580131,0.000214097,8.9251e-05,3.670827313,0.005767836,0.000272988,4.4625e-05,2.0,1.80898049,3221.0,260.772727273,61.0,117.0,131.0,157.0,177.0,220.0,0.7415583370000001,34.345544862,7.433855799,4.133333333,4.88961039,5.1965811969999995,5.775,6.62,9.555084746,0.268237915,3.187446643,0.566666667,0.285278152,0.016016406,sc18-all/course_flat_0.2_2018_3_features_preprocessed.txt,0.171799,0.262447,0.0250128,1092.41,0.0066346,0.857401,0.0134306,3140.44,3125.0,3090.0,3193.0,0.52342277,2.0,0.156363189,0.055297528,0.0,78.26,2.46,2.14,89635.0,131269.0,15981.0,39545.0,0.46448374,1.47450097,1.09152,0.785587,1.0421,986.556,0.304852,0.906772,0.375266,2794.67,3137.0,0.0,3199.0,1.74,0.06,0.178289731,6.2574e-05,0.001001189,0.110255929,0.000250297,0.014767536000000001
0,0.05223406,0.02,0.5097681039999999,3.491307585,3.68,0.011747643,0.00036708199999999997,7.8094e-05,0.106861974,0.6717192740000001,2.02,10.0,8.524180967000001,7.0,0.49397666799999995,1.905247425,0.000290065,0.000108417,3.3469e-05,0.42,0.0,0.0,0.0,0.0,-512.0,0.39369722100000004,0.971355038,1.0,0.40654891,0.0,0.528754202,0.666666667,0.038345346,0.0,0.136125309,0.48,2.407792655,0.72425551,0.053031321,0.0,1.7e-08,2.3399999999999998e-07,9.9462e-05,0.006694556999999999,0.27852422600000004,1.207370144,0.367859625,0.042054398,1.727e-05,0.001274386,0.022585999,0.027721061,0.044132245,0.063308037,0.58848664,0.0,1.43868399,0.8586855170000001,0.032225767999999995,0.000214097,0.000125149,0.47802946700000004,2.01484894,0.000580131,0.000214097,8.9251e-05,3.670827313,0.005767836,0.000272988,4.4625e-05,2.0,1.80898049,3221.0,260.772727273,61.0,117.0,131.0,157.0,177.0,220.0,0.7415583370000001,34.345544862,7.433855799,4.133333333,4.88961039,5.1965811969999995,5.775,6.62,9.555084746,0.268237915,3.187446643,0.566666667,0.285278152,0.016016406,sc18-all/course_flat_0.2_2018_3_features_preprocessed.txt,0.171799,0.262447,0.0250128,1092.41,0.0066346,0.857401,0.0134306,3140.44,3125.0,3090.0,3193.0,0.52342277,2.0,0.156363189,0.055297528,0.0,78.26,2.46,2.14,89635.0,131269.0,15981.0,39545.0,0.46448374,1.47450097,1.09152,0.785587,1.0421,986.556,0.304852,0.906772,0.375266,2794.67,3137.0,0.0,3199.0,1.74,0.06,0.178289731,6.2574e-05,0.001001189,0.110255929,0.000250297,0.014767536000000001
0,0.459145775,0.0,0.337482149,1.955062453,0.02,0.014856082,0.006549539,0.00185701,0.062111800999999994,1.121878991,0.04,14.0,12.208728653,10.0,0.147463401,0.48267952799999997,0.004642526,0.001934386,0.0013927579999999998,0.0,2.8187489880000003,0.5,0.052840909000000005,0.0,0.035051068,0.391157696,1.03003503,1.0,0.711884865,0.0,0.569134558,1.0,0.01714274,0.0,0.07231304,0.0,0.211974412,1.0,0.46449761100000003,0.11897205599999999,0.318859428,0.481919923,0.488603041,0.489250377,0.522768084,0.162451525,0.13543723,0.050425599,0.031938186,0.046610347999999996,0.049409844,0.050468742999999996,0.05053126,0.050590644000000004,0.507428041,0.0,0.32906938199999997,0.935295865,0.011363636000000002,0.005782055,0.003787879,0.115199811,0.7373884159999999,0.009749304,0.005782055,0.002321263,0.111134959,0.006963788,0.004522945,0.002785515,2.0,0.262780024,4115.0,2322.2222222220003,1676.0,1706.0,1982.0,2226.0,2494.0,3594.0,0.12022078900000001,28.897607123,22.12347903,17.991517436,19.521782178,20.041031653,22.208835341,23.337014134,26.949696233,0.337972844,2.106002284,0.41176470600000004,0.163150508,0.068965517,sc18-all/mchess_20_features_preprocessed.txt,0.295708,0.757255,0.476754,2.75137,0.0217469,0.870963,0.0743855,107.472,107.0,97.0,118.0,0.49350046399999997,2.0,0.94638319,0.576642229,0.873106061,0.42,2.74,2.38,2154.0,2556.0,528.0,760.0,0.18662952600000002,0.439393939,0.181508,1.24974,1.01436,5.50386,0.0273565,0.878433,0.0745304,107.592,107.0,98.0,118.0,0.02,0.02,0.24512534800000002,0.0,0.0018939389999999999,0.303030303,0.0018939389999999999,0.0018939389999999999
0,0.92846769,-0.0,-0.0,-512.0,20.02,0.0,-1.0,-1.0,0.10089989,0.5527440610000001,2.02,5.0,4.241448692,4.0,0.457423315,4.101335293,0.000866157,0.000319061,1.7498e-05,0.1,0.0,0.0,0.0,0.0,-512.0,0.00660304,0.001879236,1.0,0.999942068,0.0,0.121689854,0.5,0.0029421720000000003,0.0,0.031265852999999996,0.34,0.041197312,0.894380444,0.8099130259999999,0.627154775,0.77329673,0.7869053709999999,0.807649257,0.8297984070000001,0.8543938590000001,2.812479587,0.43034165399999996,0.021308442,5e-09,1.4919e-05,0.000114256,0.001205015,0.009600681,0.05187898,0.92846769,0.0,1.664091334,0.257747651,0.004467354000000001,0.000638618,0.00034364300000000003,0.456396979,4.122048776000001,0.001732314,0.000638618,6.9992e-05,0.445855802,0.011365028000000001,0.004254328,0.000428704,2.0,0.030301245,4629.0,4521.333333333,4328.0,4328.0,4328.0,4607.0,4629.0,4629.0,0.190652028,73.293683525,59.864361391,45.395101663999995,45.395101663999995,45.395101663999995,60.904298985,73.293683525,73.293683525,-0.0,-0.0,0.0,-1.0,-1.0,sc18-all/le450_15a.col.15_features_preprocessed.txt,0.880685,1.8927,1.84066,107.162,0.00872384,0.997255,0.119106,2303.68,2337.0,2278.0,2380.0,0.92846769,2.0,0.633998405,0.5545397639999999,0.0,94.96,2.48,2.12,114298.0,114802.0,5820.0,6300.0,0.0044095259999999996,0.082474227,0.311475,7.5331,5.21836,237.783,0.0736214,1.00554,0.132454,2298.38,2335.5,2278.0,2392.0,2.42,1.08,0.050919526,0.0,0.0,0.061340205999999994,0.0,0.0
