cnfname_x,dataset,cnf_basename,train_test_x,neighbours_conn,center_conn,close_nodes_ratio,spath_length_avg,ind_dif_avg,spath_ind_dif,ind_spath_ratio,sel_nodes_ratio,cnfname_y,train_test_y,nvarsOrig,nclausesOrig,nvars,nclauses,reducedVars,reducedClauses,Pre-featuretime,vars-clauses-ratio,POSNEG-RATIO-CLAUSE-mean,POSNEG-RATIO-CLAUSE-coeff-variation,POSNEG-RATIO-CLAUSE-min,POSNEG-RATIO-CLAUSE-max,POSNEG-RATIO-CLAUSE-entropy,VCG-CLAUSE-mean,VCG-CLAUSE-coeff-variation,VCG-CLAUSE-min,VCG-CLAUSE-max,VCG-CLAUSE-entropy,UNARY,BINARY+,TRINARY+,Basic-featuretime,VCG-VAR-mean,VCG-VAR-coeff-variation,VCG-VAR-min,VCG-VAR-max,VCG-VAR-entropy,POSNEG-RATIO-VAR-mean,POSNEG-RATIO-VAR-stdev,POSNEG-RATIO-VAR-min,POSNEG-RATIO-VAR-max,POSNEG-RATIO-VAR-entropy,HORNY-VAR-mean,HORNY-VAR-coeff-variation,HORNY-VAR-min,HORNY-VAR-max,HORNY-VAR-entropy,horn-clauses-fraction,VG-mean,VG-coeff-variation,VG-min,VG-max,KLB-featuretime,CG-mean,CG-coeff-variation,CG-min,CG-max,CG-entropy,cluster-coeff-mean,cluster-coeff-coeff-variation,cluster-coeff-min,cluster-coeff-max,cluster-coeff-entropy,CG-featuretime,DIAMETER-mean_preprocessed,DIAMETER-coeff-variation_preprocessed,DIAMETER-min_preprocessed,DIAMETER-max_preprocessed,DIAMETER-entropy_preprocessed,DIAMETER-featuretime_preprocessed,cl-num-mean,cl-num-coeff-variation,cl-num-min,cl-num-max,cl-num-q90,cl-num-q10,cl-num-q75,cl-num-q25,cl-num-q50,cl-size-mean,cl-size-coeff-variation,cl-size-min,cl-size-max,cl-size-q90,cl-size-q10,cl-size-q75,cl-size-q25,cl-size-q50,cl-featuretime,SP-bias-mean_preprocessed,SP-bias-coeff-variation_preprocessed,SP-bias-min_preprocessed,SP-bias-max_preprocessed,SP-bias-q90_preprocessed,SP-bias-q10_preprocessed,SP-bias-q75_preprocessed,SP-bias-q25_preprocessed,SP-bias-q50_preprocessed,SP-unconstraint-mean_preprocessed,SP-unconstraint-coeff-variation_preprocessed,SP-unconstraint-min_preprocessed,SP-unconstraint-max_preprocessed,SP-unconstraint-q90_preprocessed,SP-unconstraint-q10_preprocessed,SP-unconstraint-q75_preprocessed,SP-unconstraint-q25_preprocessed,SP-unconstraint-q50_preprocessed,sp-featuretime_preprocessed,vars-reduced-depth-1_preprocessed,vars-reduced-depth-4_preprocessed,vars-reduced-depth-16_preprocessed,vars-reduced-depth-64_preprocessed,vars-reduced-depth-256_preprocessed,unit-featuretime_preprocessed,LP_OBJ,LPSLack-mean,LPSLack-coeff-variation,LPSLack-min,LPSLack-max,lpIntRatio,lpTIME,saps_BestSolution_Mean,saps_BestSolution_CoeffVariance,saps_FirstLocalMinStep_Mean,saps_FirstLocalMinStep_CoeffVariance,saps_FirstLocalMinStep_Median,saps_FirstLocalMinStep_Q.10,saps_FirstLocalMinStep_Q.90,saps_BestAvgImprovement_Mean,saps_BestAvgImprovement_CoeffVariance,saps_FirstLocalMinRatio_Mean,saps_FirstLocalMinRatio_CoeffVariance,ls-saps-featuretime,gsat_BestSolution_Mean,gsat_BestSolution_CoeffVariance,gsat_FirstLocalMinStep_Mean,gsat_FirstLocalMinStep_CoeffVariance,gsat_FirstLocalMinStep_Median,gsat_FirstLocalMinStep_Q.10,gsat_FirstLocalMinStep_Q.90,gsat_BestAvgImprovement_Mean,gsat_BestAvgImprovement_CoeffVariance,gsat_FirstLocalMinRatio_Mean,gsat_FirstLocalMinRatio_CoeffVariance,ls-gsat-featuretime,lobjois-mean-depth-over-vars_preprocessed,lobjois-log-num-nodes-over-vars_preprocessed,lobjois-featuretime_preprocessed,cnfname,orig_runtime,preprocessed_runtime,Unnamed: 0,DIAMETER-coeff-variation_orig,DIAMETER-entropy_orig,DIAMETER-featuretime_orig,DIAMETER-max_orig,DIAMETER-mean_orig,DIAMETER-min_orig,SP-bias-coeff-variation_orig,SP-bias-max_orig,SP-bias-mean_orig,SP-bias-min_orig,SP-bias-q10_orig,SP-bias-q25_orig,SP-bias-q50_orig,SP-bias-q75_orig,SP-bias-q90_orig,SP-unconstraint-coeff-variation_orig,SP-unconstraint-max_orig,SP-unconstraint-mean_orig,SP-unconstraint-min_orig,SP-unconstraint-q10_orig,SP-unconstraint-q25_orig,SP-unconstraint-q50_orig,SP-unconstraint-q75_orig,SP-unconstraint-q90_orig,lobjois-featuretime_orig,lobjois-log-num-nodes-over-vars_orig,lobjois-mean-depth-over-vars_orig,name,sp-featuretime_orig,unit-featuretime_orig,vars-reduced-depth-1_orig,vars-reduced-depth-16_orig,vars-reduced-depth-256_orig,vars-reduced-depth-4_orig,vars-reduced-depth-64_orig
sc14-app_test_preprocessed/q_query_3_l48_lambda.cnf,sc14-app,q_query_3_l48_lambda.cnf,test,0.120414535,0.218421265,0.845048476,4,11783,11779,2945,0.5,sc14-app_test_preprocessed/q_query_3_l48_lambda_features_preprocessed.txt,test,34656,174528,8188,74407,3.232535418,1.345585765,1,0.11004341,0.465070256,0.725738683,0,1,1.495071003,0.000412294,0.384113471,0.00024426,0.001221299,1.276303289,0,0.176260298,0.769255581,0.02,0.000412294,1.517316818,1.34E-05,0.004005,3.055128478,0.360703594,0.168298905,0,1,3.119906442,0.000167389,1.544959965,0,0.0020025,3.09892515,0.472240515,0.000401556,1.967417891,2.69E-05,0.011463975,0.12,-1,0,-1,0,-512,-1,0,-1,0,0,20.02,5.063318777,0.109646202,4,6,0.830825143,2.02,1888,0.09764312,1590,2152,2152,1590,2008,1873,1944,20.84295318,0.105990589,17.43467078,23.71101146,23.71101146,17.43467078,23.19252336,19.67805659,21.52155844,1.98,0.614897692,0.328833894,4.94E-06,1,0.819625411,0.274044358,0.738469394,0.514884709,0.680112743,0.063272333,0.992488256,0,1,0.12538984,0.000229231,0.117396771,0.014661245,0.057078814,1,0.001587689,0.001709819,0.002686859,0.002686859,0.002686859,0.06,-512,0,0,0,0,0,88.38,279.897,0.259576,1890.69,0.0166621,1889,1860,1922,2.60137,0.171305,0.955547,0.009805,2.16,405.765,0.158263,1835.29,0.177517,1888.5,1849,1920,0.570272,1.2667,0.971603,0.0213055,2.32,0.046644562,0.302123907,2,/home/v7q8/scratch/2014_SAT_Competition/sc14-app/q_query_3_l48_lambda.cnf,169.142,172.576,28,0.106903253,0.808809709,2.01,6,5.443877551,2,0.333609826,1,0.612152242,4.83E-06,0.276506934,0.499696728,0.683169303,0.73610597,0.821138173,0.987711197,1,0.062926911,0,0.000221976,0.015393373,0.055649952,0.118618836,0.125985193,2,0.452004306,0.072303021,./feature_computations/q_query_3_l48_lambda_features_orig.csv,0.91,0.04,0.000120005,0.001800072,0.003840154,0.000120005,0.003840154
sc14-app_test_preprocessed/008-80-12.cnf,sc14-app,008-80-12.cnf,test,0.126442697,0.113156691,0.999850835,4,4593,4589,1148,0.5,sc14-app_test_preprocessed/008-80-12_features_preprocessed.txt,test,13408,478488,12701,285787,0.055664908,0.674281895,1.8,0.044442189,0.343844933,0.755795345,0,1,2.18378127,0.00044784,0.201108064,0.000157468,0.001495945,1.459153623,0,0.001224688,0.040659652,0.08,0.00044784,0.442650913,3.15E-05,0.000906269,4.696965688,0.065355122,0.044897269,0,0.44,2.722881228,6.08E-05,0.498237007,3.50E-06,0.000255435,3.457296791,0.15630522,6.86E-05,0.420829278,1.75E-05,0.000150462,0.4,-1,0,-1,0,-512,-1,0,-1,0,0,20.02,9.291666667,0.048917992,9,10,0.603637252,2.02,168.8923077,0.3462453,18,341,241,88,201,133,173,7.84632734,0.311137903,5.420118343,21.58536585,10.16080402,6.07751938,8.344827586,6.542105263,7.176470588,1.98,0.139105616,0.671205394,4.32E-06,0.758797668,0.273181458,0.034371294,0.197023704,0.068028818,0.119143458,0.045376755,1.022078852,0.000212855,0.383205019,0.107616451,0.003316285,0.060331611,0.015083173,0.02963599,3.2,0,0,0,7.87E-05,0.001810881,0.14,-512,0,0,0,0,0,63.7,806.25,0.05307,2080.62,0.0113328,2083.5,2048,2100,0.765585,0.184756,0.853831,0.0071455,2.3,782,0.0307497,2091.5,0.0115065,2087,2062,2116,0.160775,0.298111,0.852064,0.00738235,2.38,0.067620867,0.132149448,2,/home/v7q8/scratch/2014_SAT_Competition/sc14-app/008-80-12.cnf,591.427,916.217,104,0,0,2.01,10,10,10,0.801860285,0.829433707,0.160536011,3.37E-05,0.029623461,0.066900577,0.116941055,0.238154853,0.347741398,0.418968939,0.447436179,0.198053784,0.015001595,0.105358302,0.130706991,0.180324507,0.27074443,0.310113049,2,0.148050176,0.064171389,./feature_computations/008-80-12_features_orig.csv,3.01,0.04,0,0.00039367,0.002204551,0.000157468,0.001181009
sc14-app_test_preprocessed/AProVE07-27.cnf,sc14-app,AProVE07-27.cnf,test,0.113511127,0.115750982,0.989391979,4,2593,2589,648,0.5,sc14-app_test_preprocessed/AProVE07-27_features_preprocessed.txt,test,7729,29194,3386,18877,1.282634377,0.546538115,0.22,0.179371722,0.455078869,0.834859329,0,1,1.572781775,0.00092926,0.343302595,0.000590667,0.00236267,1.381416522,0,0.318747682,0.681464216,0.02,0.00092926,3.078362714,0.000370822,0.157493246,2.634107846,0.126719135,0.131396571,0,0.666666667,2.60911384,0.000407478,2.792187488,0,0.061344493,2.377029582,0.497801557,0.000549865,2.819710843,0.000264873,0.078296339,0.02,-1,0,-1,0,-512,-1,0,-1,0,0,20.1,6.922680412,0.124815758,5,9,1.200961643,2.02,897.7,0.290895787,475,1265,1265,619,1128,682,827,25.32465089,0.10784365,20.24069675,29.37943262,29.37943262,22.74656908,27.60096735,23.62438424,25.66666667,2,0.41570259,0.659420923,4.11E-05,0.982075664,0.790762944,0.034976397,0.654265075,0.162641669,0.402257408,0.044064619,1.121073183,0,0.264298503,0.108294629,0.0035834,0.05316269,0.014969943,0.026801706,0.36,0,0.040756054,0.142350856,0.274365032,0.274365032,0.04,-512,0,0,0,0,0,62.24,149.093,0.677536,697.593,0.112157,706,682,730,0.817849,0.467612,0.841182,0.122027,2.14,248.774,0.313284,697.713,0.0976243,703,683,727,0.437102,1.19001,0.869371,0.074749,2.28,0.148203944,0.936132074,2,/home/v7q8/scratch/2014_SAT_Competition/sc14-app/AProVE07-27.cnf,404.709,383.415,546,0.132724808,1.25420692,2.01,9,7.011721908,5,0.66232784,0.983594292,0.397624613,0.000104676,0.037907954,0.164687309,0.392571737,0.617335045,0.781474666,1.017292562,0.263409701,0.04381928,0,0.003504872,0.014327457,0.027330642,0.05787944,0.106374229,2,0.936214091,0.143552697,./feature_computations/AProVE07-27_features_orig.csv,0.25,0.04,0,0.054555525,0.054555525,0.000276932,0.054555525
sc14-app_test_preprocessed/bob12m02.cnf,sc14-app,bob12m02.cnf,test,0.128184721,0.121845777,0.999544211,8,8860,8852,1107,0.5,sc14-app_test_preprocessed/bob12m02_features_preprocessed.txt,test,26328,78022,6944,37734,2.791474654,1.067684317,0.3,0.184025017,0.439573979,0.767350353,0,1,1.53244203,0.000507417,0.686522415,0.000288018,0.017713134,1.168109448,0,0.098611332,0.509619971,0.02,0.000507417,1.210980329,0.000185509,0.01754386,2.689892518,0.069179716,0.114143701,0,0.903225806,1.592872094,0.000196558,1.274961783,2.65E-05,0.006837335,2.664398483,0.42836699,0.00040748,1.868456776,0.000132506,0.012111093,0.08,-1,0,-1,0,-512,-1,0,-1,0,0,20.02,7.410588235,0.09019051,6,9,1.010720326,2.02,479.625,0.706911301,83,1438,839,111,659,251,396,23.45189304,0.370041021,7.13253012,48.13924051,32.28685259,12.98198198,29.21546961,19.71990465,22.70155902,2.02,0.136808009,1.627314206,0,1,0.507749081,0,0.220110792,0,0.00022302,0.112467197,0.737522242,0,0.346323588,0.2214142,0.000645795,0.17644512,0.038921936,0.101862777,0.8,0.00187212,0.61765553,0.623703917,0.818548387,0.859591014,0.12,-512,0,0,0,0,0,29,437.244,0.243953,1224.27,0.0218236,1224,1191,1259,0.673608,0.455969,0.819643,0.032444,2.1,461.857,1.02179,1205,0.138387,1227.5,1181,1263,0.112357,0.269265,0.796543,0.136433,2.5,0.195078725,0.838978152,2,/home/v7q8/scratch/2014_SAT_Competition/sc14-app/bob12m02.cnf,3224.13,2721.65,470,0.096797258,1.028682661,2.01,9,7.159615385,6,1.948346975,1,0.078066059,0,0,0,6.97E-05,0.084681703,0.290173846,0.783634744,0.351517878,0.109624557,0,0.000502392,0.029715384,0.094938426,0.175782774,0.222588403,2,0.725047918,0.067524564,./feature_computations/bob12m02_features_orig.csv,0.54,2.19,0,0.025515055,0.049445325,0.025515055,0.02725832
sc14-app_test_preprocessed/partial-10-17-s.cnf,sc14-app,partial-10-17-s.cnf,test,0.111162141,0.104920771,0.993556373,15,99897,99882,6659,0.5,sc14-app_test_preprocessed/partial-10-17-s_features_preprocessed.txt,test,298900,1409628,150068,867196,0.991763734,0.62550104,6.46,0.173049691,0.480561465,0.88169742,0,1,1.427702785,1.84E-05,0.485580257,1.33E-05,6.66E-05,1.06573629,0,0.579339619,0.871545764,0.16,1.84E-05,0.543067423,8.07E-06,4.61E-05,2.573152582,0.259018695,0.169879778,0,0.818181818,2.858361416,9.44E-06,0.598027809,0,3.34E-05,2.728333285,0.60293636,1.99E-05,0.512884307,4.61E-06,4.73E-05,36.46,-1,0,-1,0,-512,-1,0,-1,0,0,20.04,17.25,0.025102186,17,18,0.562335145,2.04,405,0,405,405,405,405,405,405,405,6.64691358,0,6.64691358,6.64691358,6.64691358,6.64691358,6.64691358,6.64691358,6.64691358,2,0.564513783,0.540018497,1.00E-09,0.952560586,0.849553845,0.091050952,0.829125557,0.27255722,0.729824228,0.01680071,0.846078108,1.04E-07,0.124208892,0.033522753,1.32E-05,0.028124634,0.004013347,0.016126092,4.78,0.009189168,0.009189168,0.009189168,0.009189168,0.009189168,0.48,-512,0,0,0,0,0,65.14,121327,0,0,0,0,0,0,5.53626,0,4.07968,0,2.6,20888,0,0,0,0,0,0,2.73252,0,1.14918,0,2.62,0.123949451,0.273131511,2.08,/home/v7q8/scratch/2014_SAT_Competition/sc14-app/partial-10-17-s.cnf,5000,1439.43,418,0.015604061,0.271189373,2.04,18,17.07692308,17,0.548241131,0.962592019,0.583459652,2.00E-09,0.071334381,0.275066556,0.764357113,0.844743694,0.886619194,0.799167714,0.13446469,0.015643321,3.20E-08,4.98E-06,0.007153557,0.015578091,0.022016015,0.029165933,2.07,0.737642619,0.243815112,./feature_computations/partial-10-17-s_features_orig.csv,4.14,74.67,0.000219357,0.00326376,0.099787291,0.001083488,0.032026057
sc14-app_test_preprocessed/AProVE07-08.cnf,sc14-app,AProVE07-08.cnf,test,0.118218548,0.122481566,0.970524491,5,1485,1480,297,0.5,sc14-app_test_preprocessed/AProVE07-08_features_preprocessed.txt,test,4614,16637,2235,11738,1.06442953,0.417362413,0.06,0.190407224,0.456149211,0.787451236,0,1,1.507073442,0.001439978,0.457338079,0.000894855,0.034004474,1.282688585,0,0.221247231,0.676435509,0,0.001439978,1.051914679,0.000681547,0.03066962,2.741352334,0.09666377,0.131926599,0,0.666666667,2.344684071,0.000619949,1.081943482,8.52E-05,0.01559039,2.455229931,0.484324416,0.001000593,1.488902323,0.000425967,0.021809508,0.02,0.004387902,1.326028453,0.000340774,0.052138354,4.474467077,0.247651085,0.53859704,0.00582644,0.632352941,3.826304259,2.62,7.172784244,0.102404532,5,9,1.102803438,1.34,2003,0.293846929,1045,2806,2806,1045,2605,1645,2062,60.52764473,0.204244666,38.50026954,78.11251212,78.11251212,38.50026954,65.77940128,52.33677812,64.78086124,2.02,0.270613048,0.817234891,0,0.868273565,0.627007954,0.032954297,0.397454947,0.058442283,0.235309929,0.055293393,0.989406714,0,0.266512809,0.14142822,0.004086937,0.063926622,0.018525535,0.040705303,0.14,0.000447427,0.000447427,0.017449664,0.119910515,0.119910515,0.06,-512,0,0,0,0,0,38.02,126.467,0.183299,461.772,0.0326186,461,444,482,0.883385,0.241103,0.843518,0.0217404,2.2,160.934,0.0689987,461.772,0.0337505,461,442,482,0.508118,0.256381,0.863734,0.01624,2.42,0.119320817,0.575766972,2,/home/v7q8/scratch/2014_SAT_Competition/sc14-app/AProVE07-08.cnf,879.13,546.652,534,0.102375532,1.105241123,1.39,9,7.267914013,5,0.75527075,0.834493533,0.274544511,0,0.035728702,0.063609986,0.2537538,0.411559375,0.59402432,0.85456189,0.23614445,0.054136027,0,0.004356193,0.020054098,0.045930073,0.072158368,0.13186368,2,0.580916045,0.109501402,./feature_computations/AProVE07-08_features_orig.csv,0.13,0.01,0,0.003183446,0.003183446,0.001193792,0.003183446
sc14-app_test_preprocessed/UR-15-10p1.cnf,sc14-app,UR-15-10p1.cnf,test,0.127844819,0.118919331,0.991079822,13,66594,66581,5122,0.5,sc14-app_test_preprocessed/UR-15-10p1_features_preprocessed.txt,test,199996,1019200,102301,670925,0.954976002,0.519096769,3.9,0.15247755,0.480435623,0.870885061,0,1,1.458264338,2.74E-05,0.475623205,1.96E-05,9.78E-05,1.117177531,0,0.551061594,0.859234639,0.14,2.74E-05,0.683709196,1.04E-05,0.000101353,3.151812665,0.232539581,0.150229497,0,0.8,3.021422731,1.37E-05,0.796751286,0,7.15E-05,3.034268959,0.590507136,3.01E-05,0.602709437,7.45E-06,0.000122219,17.46,-1,0,-1,0,-512,-1,0,-1,0,0,20.04,18.04166667,0.011075823,18,19,0.173205207,2.1,5.608695652,1.215794539,0,24,17,1,6,1,2,104.8187367,0.871098961,0,258,258,4.25,221,22.79166667,69.5,2,0.520591566,0.63879258,4.00E-09,0.969814335,0.877636617,0.038854354,0.834119968,0.17024688,0.634811687,0.018357624,1.156414066,1.40E-07,0.108144116,0.048887111,3.80E-06,0.034452284,0.001822822,0.00594569,3.78,0.133713258,0.133713258,0.133713258,0.133713258,0.133713258,0.2,-512,0,0,0,0,0,64.74,69481,0,0,0,0,0,0,5.47171,0,2.34302,0,2.46,50954.5,1.32323,18835.5,1.41421,18835.5,0,0,4.93474,1.07578,3.13923,0.997921,2.42,0.163390387,0.679669921,2.14,/home/v7q8/scratch/2014_SAT_Competition/sc14-app/UR-15-10p1.cnf,1389.05,1461.59,254,0.022579308,0.521393747,2.05,19,18.21568628,18,0.630420039,0.996974273,0.540197978,0,0.03815702,0.19136882,0.723119297,0.844755899,0.889763822,1.135287797,0.100127357,0.019489183,0,4.10E-06,0.001942629,0.005313853,0.035680275,0.054330608,2,0.521783921,0.201005144,./feature_computations/UR-15-10p1_features_orig.csv,3.41,0.56,0.00439003,0.404594898,0.404594898,0.017569875,0.404594898
sc14-app_test_preprocessed/hwmcc10-timeframe-expansion-k50-pdtpmsns2-tseitin.cnf,sc14-app,hwmcc10-timeframe-expansion-k50-pdtpmsns2-tseitin.cnf,test,0.13435536,0.115179002,0.995110467,22,28991,28969,1317,0.5,sc14-app_test_preprocessed/hwmcc10-timeframe-expansion-k50-pdtpmsns2-tseitin_features_preprocessed.txt,test,88352,262658,24301,140426,2.635735155,0.870437099,1.48,0.173051999,0.44382995,0.798682383,0,1,1.78486209,0.000147824,0.523511315,8.23E-05,0.004032756,1.625590576,0,0.227130304,0.631129563,0.02,0.000147824,1.23287954,4.98E-05,0.002236053,3.387241502,0.18314493,0.165931481,0,0.789473684,3.368980644,5.29E-05,1.110977347,0,0.000890149,2.677659668,0.447929871,0.000153609,1.05147926,3.56E-05,0.001637873,1.02,-1,0,-1,0,-512,-1,0,-1,0,0,20.02,12.72,0.058008914,10,14,1.073707481,2.02,544.9166667,0.248720509,248,743,696,376,651,467,592,9.28512183,0.418939101,5.923913043,21.82258065,9.318101933,6.969879518,9.222072678,7.974874372,8.408045977,1.98,0.370035348,0.69244101,4.87E-06,1,0.723114617,0.044492085,0.596345325,0.145742025,0.334191225,0.057523226,0.918408284,0,0.341515811,0.134591428,0.000968447,0.099290038,0.012277673,0.039395223,2.48,0.000123452,0.005184972,0.021480598,0.054318752,0.054318752,0.18,-512,0,0,0,0,0,63.24,4668.5,1.78114,5063.5,0.666819,6721,0,6792,0.310322,0.705417,0.644602,0.666735,2.18,1726.77,0.524743,6223.85,0.300536,6736,6685,6759,0.501666,1.20654,0.948487,0.136814,2.32,0.069250265,0.229587758,2,/home/v7q8/scratch/2014_SAT_Competition/sc14-app/hwmcc10-timeframe-expansion-k50-pdtpmsns2-tseitin.cnf,2767.03,2736.28,94,0.056954117,0.885575798,2.01,12,11.51351351,9,0.719093442,1,0.355381402,0,0.022249698,0.125182663,0.339296619,0.577645453,0.717420082,0.886351114,0.285874441,0.048973575,0,0.000894939,0.01216107,0.038958993,0.077769504,0.108820403,2,0.176705824,0.068165956,./feature_computations/hwmcc10-timeframe-expansion-k50-pdtpmsns2-tseitin_features_orig.csv,2.42,0.02,0,0.00193115,0.00193115,4.20E-05,0.00193115
sc14-app_test_preprocessed/MD5-31-4.cnf,sc14-app,MD5-31-4.cnf,test,0.114200441,0.091161583,0.998915166,6,2947,2941,491,0.5,sc14-app_test_preprocessed/MD5-31-4_features_preprocessed.txt,test,9217,70874,7199,70440,0.280316711,0.006161272,0.28,0.102200454,0.411457505,0.709260943,0,1,1.767104676,0.00057387,0.205003612,0.000277816,0.000833449,1.168001512,0,0.009000568,0.274673481,0.02,0.00057387,0.738188952,0.000113572,0.00153322,3.307284094,0.02021718,0.054179476,0,0.416666667,0.860557042,0.000166964,0.613822307,2.84E-05,0.000681431,3.122467897,0.317844974,0.000135938,0.455728965,5.68E-05,0.00028393,0.12,-1,0,-1,0,-512,-1,0,-1,0,0,20.02,9.638694639,0.051813185,9,11,0.707818309,2.02,165.6714286,0.296767037,32,230,218,92,202,143,176,5.487048617,0.117675122,4.364779874,6.927927928,6.394736842,4.692307692,5.935135135,4.965753425,5.468085106,2,0.065602612,1.945750086,0,0.731551433,0.257947557,1.62E-05,0.055841058,0.000322418,0.005237838,0.032593044,1.252891219,1.54E-05,0.191475739,0.111098939,0.000191551,0.041251838,0.001180826,0.022665482,0.94,0,0,0,0,0.002500347,0.04,-512,0,0,0,0,0,86.56,359.821,0.567369,1194.46,0.196662,1237.5,1208,1260,0.667653,0.759705,0.836693,0.135878,2.22,433.775,0.0499363,1229.62,0.0179027,1231,1200,1253,0.185853,0.224549,0.835546,0.00802823,2.4,0.056577063,0.14692108,2,/home/v7q8/scratch/2014_SAT_Competition/sc14-app/MD5-31-4.cnf,5000,5000,16,0.048992177,0.673001309,2.02,11,9.737649063,9,1.862599148,0.731648933,0.070195965,0,1.99E-05,0.000546063,0.007159521,0.061318013,0.312036999,1.320360584,0.181690687,0.02728496,1.63E-05,0.000106812,0.000930514,0.018509624,0.040260055,0.110421925,2,0.150614395,0.057797403,./feature_computations/MD5-31-4_features_orig.csv,1.13,0.02,0,0,0.006364713,0,0.000296033
sc14-app_test_preprocessed/6s184.cnf,sc14-app,6s184.cnf,test,0.126771549,0.124855864,0.969311916,6,11212,11206,1868,0.5,sc14-app_test_preprocessed/6s184_features_preprocessed.txt,test,33368,97516,11907,56893,1.802385152,0.714024572,0.54,0.20928761,0.448579816,0.836351944,0,1,1.722729603,0.000290654,0.905132772,0.000167968,0.011085916,1.57977123,0,0.325857311,0.708136326,0.02,0.000290654,1.686487671,5.27E-05,0.037122317,3.089515936,0.205527284,0.164071709,0,1,3.297735509,0.000111372,2.303405333,0,0.024185752,2.545720547,0.496352803,0.00041837,1.381663368,5.27E-05,0.026734396,0.24,-1,0,-1,0,-512,-1,0,-1,0,0,20.04,8.426829268,0.080847917,7,11,1.012081299,2.02,532.5,0.643737071,59,1256,1028,147,774,203,508,18.62679192,0.279488034,10.22167488,34.7518797,22.90740741,12.69364162,21.69873998,14.13580247,18.72351421,2,0.410628155,0.585637494,2.00E-08,1,0.721762089,0.070476618,0.60839722,0.191454455,0.424854282,0.080947379,0.781918506,0,0.327727998,0.158402033,0.003782861,0.125655764,0.027245738,0.073999284,2.22,0.0015957,0.001847653,0.011085916,0.025447216,0.025447216,0.16,-512,0,0,0,0,0,73.9,323.25,2.93753,3125.69,0.266906,3328,3293,3375,0.725618,1.07858,0.936605,0.290881,2.12,510.314,0.207293,3267.43,0.174603,3360,3305,3425,0.554745,0.537519,0.925602,0.0448181,2.22,0.123306827,0.520324359,2,/home/v7q8/scratch/2014_SAT_Competition/sc14-app/6s184.cnf,2902.78,2794.07,124,0.078072379,0.974291266,2.01,11,8.51457976,7,0.656230797,1,0.335584082,2.00E-08,0.056563754,0.152015574,0.306524474,0.508517349,0.647156384,0.87070921,0.380410061,0.076246018,0,0.002947928,0.025763063,0.060142909,0.116457975,0.148633135,2,0.665347181,0.125135242,./feature_computations/6s184_features_orig.csv,1.28,0.25,0,0.004317712,0.054870918,0.000539714,0.054870918
sc14-app_test_preprocessed/9dlx_vliw_at_b_iq3.cnf,sc14-app,9dlx_vliw_at_b_iq3.cnf,test,0.098573247,0.112860813,0.99790801,2,23117,23115,11558,0.5,sc14-app_test_preprocessed/9dlx_vliw_at_b_iq3_features_preprocessed.txt,test,69789,968295,54018,933534,0.291958236,0.037235923,5.08,0.057863988,0.482204368,1.002150464,0,1,1.175752241,5.76E-05,1.892465479,3.70E-05,0.001943797,0.668439441,0,0.890046854,0.927498088,0.18,5.76E-05,4.492626273,7.50E-06,0.022692264,4.368164281,0.329877724,0.263612729,0,0.988372093,4.125256013,2.64E-05,3.940629915,0,0.007770472,3.871234087,0.694948443,0.000106091,3.164975684,5.36E-06,0.023549223,5.18,-1,0,-1,0,-512,-1,0,-1,0,0,106.34,4,0,4,4,0,2.08,40.76923077,1.911371975,4,305,59,5,36,7,11,36.07834355,0.42277779,10.25,68.04761905,66.2,27.125,40.90909091,27.28813559,32,2.02,0.735342709,0.465242349,0,1,0.999979031,0.105263158,0.993611099,0.468917757,0.926116223,0.163222375,1.08349747,0,0.5,0.452693649,2.08E-05,0.349702185,0.006854439,0.088930551,5.12,0.370098856,0.39275797,0.39275797,0.39275797,0.39275797,1.74,-512,0,0,0,0,0,62.52,37676,0,0,0,0,0,0,61.9675,0,1.22703,0,2.5,29337,0,0,0,0,0,0,49.4815,0,1.15408,0,2.58,0.215442496,0.529222492,2.06,/home/v7q8/scratch/2014_SAT_Competition/sc14-app/9dlx_vliw_at_b_iq3.cnf,2464.44,2416.17,564,0.106913154,0.675464582,2.05,5,4.59375,4,0.402844196,1,0.799750908,0,0.139811043,0.816351922,0.964995222,0.996701009,0.999644913,1.265414889,1,0.126547397,0,0.000458485,0.004389152,0.045646636,0.194933654,0.407473447,2.03,0.513489413,0.271690165,./feature_computations/9dlx_vliw_at_b_iq3_features_orig.csv,5.24,71.29,0.00064786,0.003609507,0.005978824,0.002202725,0.005978824
