,neighbours_conn,center_conn,close_nodes_ratio,spath_length_avg,ind_dif_avg,spath_ind_dif,ind_spath_ratio,sel_nodes_ratio,cnfname
0,0.14430380767213447,0.16723191625865388,1.0,1,64,63,64,0.5,random_train_preprocessed/unif-k6-r43.37-v230-c9975-S2658324097532235943_preprocessed.cnf
0,0.14502320646795314,0.16551925008335994,1.0,1,54,53,54,0.5,random_train_preprocessed/unif-k6-r43.37-v215-c9325-S5012965808555322374_preprocessed.cnf
0,0.14409632903998712,0.16194825409569022,1.0,1,547,546,547,0.5,random_train_preprocessed/unif-k4-r9.931-v1650-c16386-S53884124957771982_preprocessed.cnf
0,0.14423164490380602,0.1611286382918185,1.0,1,197,196,197,0.5,random_train_preprocessed/unif-k5-r21.117-v520-c10981-S9000971832226448723_preprocessed.cnf
0,0.14405824840312845,0.1680734221381215,0.9923255813953488,3,2887,2884,962,0.5,random_train_preprocessed/unif-k3-r4.267-v8600-c36696-S7931008133194514435_preprocessed.cnf
0,0.1439660184067557,0.1638870417363351,1.0,1,90,89,90,0.5,random_train_preprocessed/unif-k5-r21.117-v280-c5913-S2269373140832608582_preprocessed.cnf
0,0.14490274360673425,0.1674322213174696,1.0,1,80,79,80,0.5,random_train_preprocessed/unif-k6-r43.37-v255-c11059-S985188412208012373_preprocessed.cnf
0,0.14404515716780375,0.16807248180969347,0.9889189189189188,3,2336,2333,778,0.5,random_train_preprocessed/unif-k3-r4.267-v7400-c31576-S5285530466999150815_preprocessed.cnf
0,0.14370363800689614,0.16015433698033155,1.0,1,102,101,102,0.5,random_train_preprocessed/unif-k5-r21.117-v400-c8447-S2104483103652110432_preprocessed.cnf
0,0.1442289812421347,0.16330826312042915,1.0,1,129,128,129,0.5,random_train_preprocessed/unif-k5-r21.117-v340-c7180-S8676657651397260146_preprocessed.cnf
0,0.14436150526100072,0.16582439297768128,1.0,1,57,56,57,0.5,random_train_preprocessed/unif-k6-r43.37-v200-c8674-S3665484245982449089_preprocessed.cnf
0,0.14388284409096594,0.16941255939710728,0.9938,3,3243,3240,1081,0.5,random_train_preprocessed/unif-k3-r4.267-v10000-c42670-S6678138187305010036_preprocessed.cnf
0,0.14430414588519805,0.16984465653552308,0.9919047619047621,3,2770,2767,923,0.5,random_train_preprocessed/unif-k3-r4.267-v8400-c35843-S8351125360632431735_preprocessed.cnf
0,0.14539478513368606,0.1624657833248797,1.0,1,49,48,49,0.5,random_train_preprocessed/unif-k6-r43.37-v145-c6289-S8176914501320509365_preprocessed.cnf
0,0.14366508882005016,0.1615291247942682,0.9991304347826088,1,756,755,756,0.5,random_train_preprocessed/unif-k4-r9.931-v2300-c22841-S7432026215476498245_preprocessed.cnf
0,0.14497293620237078,0.16476344555171152,1.0,1,80,79,80,0.5,random_train_preprocessed/unif-k6-r43.37-v235-c10192-S6042121810088406344_preprocessed.cnf
0,0.14391719803943567,0.16110212392159934,1.0,1,145,144,145,0.5,random_train_preprocessed/unif-k5-r21.117-v390-c8236-S4741441170604298184_preprocessed.cnf
0,0.1440738101311087,0.16200574830689088,1.0,1,130,129,130,0.5,random_train_preprocessed/unif-k5-r21.117-v430-c9080-S9131312328040432303_preprocessed.cnf
0,0.14433181842890525,0.1676578672632364,1.0,1,58,57,58,0.5,random_train_preprocessed/unif-k7-r87.79-v150-c13169-S1391982409282094419_preprocessed.cnf
0,0.14436513850280824,0.16086087890192838,1.0,1,73,72,73,0.5,random_train_preprocessed/unif-k6-r43.37-v240-c10409-S1098328606488761044_preprocessed.cnf
0,0.14500266218287908,0.16460531474010445,1.0,1,72,71,72,0.5,random_train_preprocessed/unif-k6-r43.37-v225-c9758-S2077098134338842159_preprocessed.cnf
0,0.14530361490005222,0.16699039752274306,0.997992,3,166180,166177,55393,0.5,random_train_preprocessed/unif-k4-r9.5-v500000-c4750000-S502206726734404322_preprocessed.cnf
0,0.14354115005642884,0.16222873736402016,0.9976470588235294,1,860,859,860,0.5,random_train_preprocessed/unif-k4-r9.931-v2550-c25324-S6336380774520604718_preprocessed.cnf
0,0.14409669403063988,0.16250905452688852,1.0,1,134,133,134,0.5,random_train_preprocessed/unif-k5-r21.117-v470-c9925-S2951816331045523616_preprocessed.cnf
0,0.14433429317541258,0.16756246554619694,1.0,1,28,27,28,0.5,random_train_preprocessed/unif-k7-r87.79-v108-c9481-S656022899423208225_preprocessed.cnf
0,0.14410366100426347,0.16190290902036006,0.9985714285714286,1,448,447,448,0.5,random_train_preprocessed/unif-k4-r9.931-v1400-c13903-S3369064687179724582_preprocessed.cnf
0,0.14433022152428232,0.1624683440753591,1.0,1,583,582,583,0.5,random_train_preprocessed/unif-k4-r9.931-v1700-c16883-S9029530188338078272_preprocessed.cnf
0,0.14562956402587696,0.16483849352991706,1.0,1,37,36,37,0.5,random_train_preprocessed/unif-k7-r87.79-v117-c10271-S8090334669616583459_preprocessed.cnf
0,0.1438218768421163,0.16379158107416822,0.99625,1,527,526,527,0.5,random_train_preprocessed/unif-k4-r9.931-v1600-c15890-S319433948686066525_preprocessed.cnf
0,0.14401784719950506,0.16679923102307254,0.9957575757575756,3,2174,2171,724,0.5,random_train_preprocessed/unif-k3-r4.267-v6600-c28162-S3797084160407151089_preprocessed.cnf
0,0.1437788031766911,0.15999665994437626,0.9988888888888888,1,593,592,593,0.5,random_train_preprocessed/unif-k4-r9.931-v1800-c17876-S1818609464196232012_preprocessed.cnf
0,0.14396718462865588,0.1617388105871567,0.9990476190476192,1,682,681,682,0.5,random_train_preprocessed/unif-k4-r9.931-v2100-c20855-S1269422278144924683_preprocessed.cnf
0,0.14415611967703867,0.16854665749283892,0.9930434782608696,3,3096,3093,1032,0.5,random_train_preprocessed/unif-k3-r4.267-v9200-c39256-S7269667990342035874_preprocessed.cnf
0,0.14403230153021535,0.16855042346648566,0.9920833333333332,3,3158,3155,1052,0.5,random_train_preprocessed/unif-k3-r4.267-v9600-c40963-S5794853178900413693_preprocessed.cnf
0,0.14370264830253351,0.16716725820867964,0.9936842105263158,3,2523,2520,841,0.5,random_train_preprocessed/unif-k3-r4.267-v7600-c32429-S1620497728707916057_preprocessed.cnf
0,0.1444003037255976,0.1640168128654971,1.0,1,33,32,33,0.5,random_train_preprocessed/unif-k7-r87.79-v96-c8428-S8219156183752037364_preprocessed.cnf
0,0.1440926782323404,0.1657117489987771,0.9984,1,384,383,384,0.5,random_train_preprocessed/unif-k4-r9.931-v1250-c12414-S1591424391077478030_preprocessed.cnf
0,0.14543719162164453,0.16225003053884907,1.0,1,37,36,37,0.5,random_train_preprocessed/unif-k7-r87.79-v141-c12378-S9201465393803039172_preprocessed.cnf
0,0.1446698431119348,0.1640227276964385,0.9969230769230768,1,440,439,440,0.5,random_train_preprocessed/unif-k4-r9.931-v1300-c12910-S3868808778548513299_preprocessed.cnf
0,0.1443015261123398,0.16211659591435235,1.0,1,122,121,122,0.5,random_train_preprocessed/unif-k5-r21.117-v300-c6335-S2452858860423748669_preprocessed.cnf
0,0.1439746499553845,0.1683149135008079,0.9927777777777778,3,2393,2390,797,0.5,random_train_preprocessed/unif-k3-r4.267-v7200-c30722-S1235353901766925985_preprocessed.cnf
0,0.14369824193542474,0.16263950504275804,0.9965714285714286,1,563,562,563,0.5,random_train_preprocessed/unif-k4-r9.931-v1750-c17379-S8098969898369357174_preprocessed.cnf
0,0.14512609749722236,0.1646831722207847,1.0,1,53,52,53,0.5,random_train_preprocessed/unif-k6-r43.37-v185-c8023-S5257503014988207806_preprocessed.cnf
0,0.14437676101727664,0.1638484827656541,1.0,1,64,63,64,0.5,random_train_preprocessed/unif-k6-r43.37-v190-c8240-S7559224295350259069_preprocessed.cnf
0,0.1440100307336412,0.16202916642727802,1.0,1,155,154,155,0.5,random_train_preprocessed/unif-k5-r21.117-v510-c10770-S7067622012789100344_preprocessed.cnf
0,0.14531826166980027,0.16841631816271374,1.0,1,56,55,56,0.5,random_train_preprocessed/unif-k7-r87.79-v147-c12905-S22120580586502415_preprocessed.cnf
0,0.14378956091210685,0.16168359798611934,0.9974468085106384,1,795,794,795,0.5,random_train_preprocessed/unif-k4-r9.931-v2350-c23338-S721751558479007788_preprocessed.cnf
0,0.14402343005560464,0.16299863387489028,1.0,1,149,148,149,0.5,random_train_preprocessed/unif-k5-r21.117-v480-c10136-S7034096995206564441_preprocessed.cnf
0,0.1440211103965725,0.16410327494762098,1.0,1,171,170,171,0.5,random_train_preprocessed/unif-k5-r21.117-v490-c10347-S1710199454841331586_preprocessed.cnf
0,0.1439381557201113,0.16182248519303294,0.9991111111111112,1,783,782,783,0.5,random_train_preprocessed/unif-k4-r9.931-v2250-c22345-S4886338036688793305_preprocessed.cnf
0,0.14532691407733306,0.16305634012189693,1.0,1,45,44,45,0.5,random_train_preprocessed/unif-k6-r43.37-v155-c6722-S7754415847195789708_preprocessed.cnf
0,0.14382119673987293,0.16037853632307988,1.0,1,646,645,646,0.5,random_train_preprocessed/unif-k4-r9.931-v2000-c19862-S3476564604335658742_preprocessed.cnf
0,0.1440917151411274,0.16173484780056974,1.0,1,111,110,111,0.5,random_train_preprocessed/unif-k5-r21.117-v370-c7813-S8877553557031567703_preprocessed.cnf
