,DIAMETER-coeff-variation,DIAMETER-entropy,DIAMETER-featuretime,DIAMETER-max,DIAMETER-mean,DIAMETER-min,SP-bias-coeff-variation,SP-bias-max,SP-bias-mean,SP-bias-min,SP-bias-q10,SP-bias-q25,SP-bias-q50,SP-bias-q75,SP-bias-q90,SP-unconstraint-coeff-variation,SP-unconstraint-max,SP-unconstraint-mean,SP-unconstraint-min,SP-unconstraint-q10,SP-unconstraint-q25,SP-unconstraint-q50,SP-unconstraint-q75,SP-unconstraint-q90,lobjois-featuretime,lobjois-log-num-nodes-over-vars,lobjois-mean-depth-over-vars,name,sp-featuretime,unit-featuretime,vars-reduced-depth-1,vars-reduced-depth-16,vars-reduced-depth-256,vars-reduced-depth-4,vars-reduced-depth-64
10,0.036121694,0.675292287,2.01,14.0,13.594202899,13.0,0.552221481,0.984693819,0.536223013,7.5e-08,0.053241655,0.260008536,0.65422691,0.789286338,0.848663558,0.884257659,0.215573489,0.014511766,2.07e-07,5.1884e-05,0.001601478,0.012852552,0.02448379,0.030452993,2.02,0.759934612,0.248214654,./feature_computations/dated-10-11-u_features_orig.csv,2.5,24.71,8.0765e-05,0.01289541,0.27031902,0.001399919,0.038982366
11,0.039960828,0.845723671,2.01,15.0,14.150684932,13.0,0.545538972,0.985678472,0.534940057,7.6e-08,0.060934421,0.263261946,0.649290431,0.779076563,0.846336114,0.871130991,0.197763422,0.014732705,2.88e-07,5.1895e-05,0.001625927,0.013374953,0.024777095,0.031400452,2.0,0.705886229,0.286393673,./feature_computations/dated-10-11-u_features_0.csv,2.56,8.55,0.000349012,0.009315936,0.239502792,0.004295533,0.239502792
12,0.059158651,0.64513705,2.01,9.0,7.78313253,7.0,0.566708836,1.0,0.56073138,0.000289736,0.140074348,0.256515981,0.545232266,0.881433737,0.999128406,1.948743834,0.41779514,0.04258903,-0.0,6e-09,2.9076e-05,0.002732026,0.02768621,0.164968598,2.0,0.430619863,0.171285266,./feature_computations/atco_enc1_opt2_10_12_features_orig.csv,2.55,0.22,0.0,0.0,0.0,0.0,0.0
13,0.072019573,0.906921728,2.01,10.0,8.33442623,7.0,0.561235299,1.0,0.563204386,1.71e-05,0.154131884,0.258007741,0.545298321,0.888649369,0.999393331,1.947275714,0.413575716,0.042552637,-0.0,4e-09,2.7308e-05,0.002737362,0.028053438,0.165243401,2.0,0.443369983,0.169256442,./feature_computations/atco_enc1_opt2_10_12_features_0.csv,2.56,0.06,0.003073613,0.163055171,0.201321654,0.034578147,0.201321654
14,0.111340443,0.673011667,2.11,5.0,4.4,4.0,0.342304342,1.0,0.847222453,0.0,0.258653608,0.906049954,0.986976589,0.999092821,0.999965385,1.520111347,1.0,0.09770781,0.0,4.7529e-05,0.001263547,0.017686962,0.120296003,0.350958441,2.08,0.554536704,0.225878305,./feature_computations/velev-vliw-uns-2.0-uq5_features_orig.csv,14.97,257.11,0.000324144,0.00205291,0.004978515,0.001221772,0.003914659
15,0.104675226,0.661563238,2.11,5.0,4.625,4.0,0.420735042,1.0,0.686304293,0.0,0.222222222,0.489933757,0.770802076,0.941130622,0.996222573,0.799022371,0.641025641,0.223663231,-0.0,0.001959103,0.048320355,0.201894248,0.394285252,0.5,2.06,0.497491694,0.161970515,./feature_computations/velev-vliw-uns-2.0-uq5_features_0.csv,16.86,340.52,0.0,0.0,0.003554817,0.0,0.001752492
16,0.048992177,0.673001309,2.02,11.0,9.737649063,9.0,1.862599148,0.731648933,0.070195965,0.0,1.9901e-05,0.000546063,0.007159521,0.061318013,0.312036999,1.320360584,0.181690687,0.02728496,1.6344e-05,0.000106812,0.000930514,0.018509624,0.040260055,0.110421925,2.0,0.150614395,0.057797403,./feature_computations/MD5-31-4_features_orig.csv,1.13,0.02,0.0,0.0,0.006364713,0.0,0.000296033
17,0.051987705,0.752864154,2.01,11.0,9.848148148,9.0,1.901705699,0.732916516,0.067990005,0.0,1.8151e-05,0.000403522,0.006264388,0.057682553,0.303964515,1.285624201,0.190641029,0.030070251,1.482e-05,0.000135145,0.001050107,0.020910422,0.041256008,0.110729128,2.0,0.151294738,0.056746649,./feature_computations/MD5-31-4_features_0.csv,1.23,0.06,0.0,0.000143184,0.006729668,0.0,0.001718213
18,0.059191769,0.646800159,2.01,9.0,7.786624204,7.0,0.574692909,1.0,0.554872352,0.000388787,0.138086395,0.24086099,0.544168639,0.870990929,0.998633832,1.970670941,0.41770727,0.041921696,-0.0,1.5e-08,2.5628e-05,0.002283106,0.026317778,0.162745298,2.0,0.412652177,0.185551697,./feature_computations/atco_enc1_opt2_10_15_features_orig.csv,2.33,0.27,0.0,0.0,0.0,0.0,0.0
19,0.076240606,0.969397257,2.01,10.0,8.406779661,7.0,0.571278404,1.0,0.557581824,0.000566499,0.145020959,0.244996785,0.544758327,0.884401204,0.999256672,1.968092289,0.41587797,0.041940811,-0.0,5e-09,2.2012e-05,0.002119027,0.025734784,0.163365743,2.0,0.441340248,0.177288599,./feature_computations/atco_enc1_opt2_10_15_features_0.csv,2.59,0.07,0.007894337,0.079095187,0.186427812,0.017914073,0.186427812
20,0.095881576,0.749181712,0.08,6.0,5.437299035,4.0,1.327771851,0.18721312,0.033170359,1.377e-06,0.000115661,0.000549726,0.011400792,0.059319547,0.094947915,0.950423791,0.138383283,0.047844711,0.000887044,0.005375995,0.012758837,0.031378086,0.10380324,0.125866453,2.0,0.720452688,0.384976431,./feature_computations/aes_32_2_keyfind_3_features_orig.csv,0.14,0.02,0.0,0.0,0.266025641,0.0,0.153846154
21,0.086805319,0.693963945,0.09,7.0,5.665594855,5.0,1.326347641,0.187272917,0.03313239,1.22e-06,0.000110702,0.000556623,0.011388154,0.059276522,0.094954236,0.95288534,0.138396724,0.047734334,0.000894392,0.005374591,0.01251188,0.031382526,0.103815033,0.125911759,2.0,0.702378316,0.38819791,./feature_computations/aes_32_2_keyfind_3_features_0.csv,0.15,0.02,0.0,0.022435897,0.182692308,0.0,0.182692308
22,0.0,-0.0,2.01,4.0,4.0,4.0,0.697788609,0.993613734,0.486132911,2.3064e-05,0.039883171,0.166311583,0.477849335,0.835611348,0.930463834,2.557324964,0.220043341,0.00888472,-0.0,0.0,0.0,6.1358e-05,0.003691449,0.031348853,2.0,0.897208469,0.624303277,./feature_computations/rbcl_xits_14_SAT_features_orig.csv,2.39,17.44,0.0,0.0,0.505915101,0.0,0.0
23,0.044861673,0.148042247,2.01,5.0,4.033898305,4.0,0.655892005,0.993634761,0.487379993,0.000165223,0.084507028,0.216357837,0.445987719,0.793459692,0.930463837,2.561030231,0.204044499,0.008161005,-0.0,0.0,0.0,7.9735e-05,0.003723598,0.035533481,2.01,0.861561576,0.631052372,./feature_computations/rbcl_xits_14_SAT_features_0.csv,2.57,4.01,0.00951087,0.063179348,0.40625,0.016983696,0.141304348
24,0.111651474,0.691385489,2.01,5.0,4.47032967,4.0,0.434080303,0.996596143,0.752532292,0.008674034,0.203451976,0.724385152,0.966309325,0.986259219,0.995000312,1.414819116,0.491096222,0.116378469,1.07e-07,0.000613931,0.000982662,0.006063327,0.162825691,0.415078599,2.0,0.877490951,0.490290156,./feature_computations/smtlib-qfbv-aigs-lfsr_004_127_112-tseitin_features_orig.csv,2.33,11.7,0.0,0.0,0.0,0.0,0.0
25,0.0,-0.0,2.03,5.0,5.0,5.0,0.306297475,0.998743962,0.692094573,0.000405717,0.41228673,0.575554304,0.689253323,0.89394586,0.957889754,0.691024316,0.46631348,0.154663977,-0.0,0.019172508,0.05345295,0.146214599,0.244713683,0.302674517,2.01,0.682084516,0.272290564,./feature_computations/smtlib-qfbv-aigs-lfsr_004_127_112-tseitin_features_0.csv,2.79,0.12,0.011254808,0.11864013,0.11864013,0.066625365,0.11864013
26,0.058818999,0.686107326,2.01,9.0,8.440740741,8.0,0.894085525,0.95542968,0.216210376,3.593e-06,0.022139603,0.061089816,0.158779704,0.324462664,0.490005913,1.370990036,0.170877619,0.018124406,0.0,6.55e-06,0.00038462,0.006312449,0.02878767,0.048513633,2.0,0.833110511,0.361410927,./feature_computations/ctl_4291_567_5_unsat_pre_features_orig.csv,2.38,0.2,0.029805672,0.251969538,0.48542542,0.087841387,0.48542542
27,0.136054586,1.666287197,2.01,14.0,10.038095238,8.0,0.893387672,0.95655265,0.216040776,5.533e-06,0.022139458,0.061063457,0.158703512,0.324039256,0.4900457,1.3705345,0.169961877,0.018123213,0.0,6.55e-06,0.000384626,0.006304834,0.028790426,0.04851732,2.0,0.808767611,0.334283429,./feature_computations/ctl_4291_567_5_unsat_pre_features_0.csv,2.46,0.39,0.000656513,0.087710084,0.305278361,0.017266282,0.305278361
28,0.106903253,0.808809709,2.01,6.0,5.443877551,2.0,0.333609826,1.0,0.612152242,4.83e-06,0.276506934,0.499696728,0.683169303,0.73610597,0.821138173,0.987711197,1.0,0.062926911,-0.0,0.000221976,0.015393373,0.055649952,0.118618836,0.125985193,2.0,0.452004306,0.072303021,./feature_computations/q_query_3_l48_lambda_features_orig.csv,0.91,0.04,0.000120005,0.001800072,0.003840154,0.000120005,0.003840154
29,0.092054912,0.689239774,2.01,6.0,5.266958425,4.0,0.336930721,1.0,0.624206532,3.8312e-05,0.266520806,0.513761728,0.683572818,0.764084512,0.836420181,1.004536174,1.0,0.062412488,-0.0,0.000364573,0.015451498,0.054615004,0.115795449,0.125292104,2.0,0.481881449,0.074143756,./feature_computations/q_query_3_l48_lambda_features_0.csv,1.09,0.37,0.0,0.003239741,0.080393569,0.000239981,0.016198704
30,0.0,-0.0,2.02,10.0,10.0,10.0,0.801672944,0.829776137,0.160626082,3.3144e-05,0.029447564,0.066835793,0.117288342,0.238338769,0.347562426,0.419266699,0.448461016,0.19809067,0.015001596,0.105308454,0.130644775,0.180487001,0.270786431,0.310459356,2.0,0.182707102,0.069741101,./feature_computations/010-80-12_features_orig.csv,3.15,0.01,0.0,0.001967574,0.001967574,0.000865733,0.001967574
31,0.092359665,1.259447499,2.03,11.0,9.432432432,8.0,0.718684716,0.781224876,0.16250764,3.1162e-05,0.031162421,0.073514063,0.136173246,0.238425406,0.328117115,0.46658131,0.463352812,0.227851417,0.001590935,0.075996458,0.142692049,0.237955901,0.31728436,0.360087764,2.04,0.178721775,0.074646416,./feature_computations/010-80-12_features_0.csv,3.32,0.12,0.0,0.000236128,0.000629673,0.0,0.000236128
32,0.008379885,0.621086375,2.08,56.0,55.3125,55.0,0.054965479,1.0,0.980462127,0.0,0.948196482,0.985172637,0.997136863,0.999307074,0.99997348,2.056094917,0.5,0.018494846,-0.0,3.9963e-05,0.001011834,0.004226677,0.015887556,0.059038978,2.03,0.735583187,0.487188516,./feature_computations/grid-strips-grid-y-3.055-NOTKNOWN_features_orig.csv,30.24,25.68,1.8011e-05,0.000288182,0.004622917,7.2045e-05,0.001152727
33,0.18709802,2.079441542,2.21,54.0,42.0,30.0,0.330606382,1.0,0.774769634,0.0,0.428571429,0.616853709,0.908294295,0.983099839,0.994684573,1.112705962,0.5,0.159891657,-0.0,0.004275079,0.014028815,0.072819641,0.292172585,0.5,2.1,0.882429027,0.501047056,./feature_computations/grid-strips-grid-y-3.055-NOTKNOWN_features_0.csv,44.1,60.52,0.0,0.000132577,0.011796326,0.0,0.010801999
34,0.110443968,1.267044987,2.01,11.0,9.158139535,7.0,0.677834862,1.0,0.338964146,0.0,0.056302884,0.145792512,0.302243777,0.518648576,0.66694376,0.902766627,0.370237092,0.0715658,-0.0,0.003379091,0.024762339,0.054604736,0.106443987,0.144677907,2.0,0.466456499,0.121772696,./feature_computations/6s11-opt_features_orig.csv,2.07,0.11,0.0,0.332732354,0.397097269,9.0147e-05,0.397097269
35,0.091149602,1.153301204,2.01,12.0,8.71459695,7.0,0.675133407,1.0,0.36244722,0.0,0.061049066,0.155605693,0.332834133,0.536843254,0.703828725,0.865216524,0.344829707,0.069982621,-0.0,0.002082895,0.022908787,0.054727302,0.107431982,0.152418011,2.0,0.588842307,0.136335324,./feature_computations/6s11-opt_features_0.csv,2.18,0.22,0.0,0.005642006,0.03967604,0.000273,0.03967604
36,0.014886459,0.348832096,2.04,22.0,21.111111111,21.0,0.718903108,0.994709058,0.455143021,1.87e-06,0.048146409,0.12673222,0.39871427,0.798366378,0.880797683,0.827274304,0.09421873,0.020185769,1.9e-08,0.001224907,0.00473798,0.021340207,0.029773609,0.042673994,2.0,0.776288837,0.38594069,./feature_computations/ACG-15-10p1_features_orig.csv,4.25,0.3,0.447103159,0.736957967,0.736957967,0.736957967,0.736957967
37,0.050136053,1.341895213,2.03,24.0,21.238095238,20.0,0.731710487,0.97815024,0.426028951,7.465e-06,0.051803986,0.137582346,0.341543308,0.768695921,0.853853498,0.788654973,0.229234116,0.029857218,9.2e-08,0.003144602,0.012863964,0.026442403,0.039737498,0.059159787,2.04,0.742526356,0.342951139,./feature_computations/ACG-15-10p1_features_0.csv,4.12,17.69,0.001962583,0.024073545,0.279112159,0.020549402,0.041524131
38,0.0811035,0.853944698,2.02,9.0,7.894736842,6.0,0.696374477,1.0,0.364926064,0.0,0.058289336,0.184804728,0.288810972,0.563644698,0.753219373,0.584678345,0.545242848,0.155567934,-0.0,0.045141619,0.088478671,0.142623434,0.201151828,0.304742578,2.03,0.191700114,0.060753128,./feature_computations/6s137_features_orig.csv,6.85,3.65,0.0,2.2689e-05,4.5377e-05,4.538e-06,4.5377e-05
39,0.04563404,0.450561209,2.01,9.0,8.166666667,8.0,0.656195739,0.999886219,0.383297642,0.0,0.066507035,0.166666667,0.352941176,0.593648736,0.752895751,0.348996722,0.5,0.366702513,-0.0,0.17951771,0.271827512,0.396024606,0.5,0.5,2.12,0.213890519,0.105072005,./feature_computations/6s137_features_0.csv,6.79,93.22,4.418e-06,0.018766732,0.048184734,4.418e-06,0.044363354
40,0.034304757,0.676926293,2.02,16.0,14.344262295,14.0,0.570815336,0.985199471,0.527601412,1e-09,0.047962956,0.234468009,0.635919059,0.791173441,0.85182452,0.90082121,0.205769818,0.014343719,2.97e-07,1.7738e-05,0.001077638,0.01243149,0.02437478,0.030875727,2.0,0.718633494,0.21213487,./feature_computations/dated-10-13-u_features_orig.csv,2.56,24.46,6.0971e-05,0.008800098,0.137122998,0.003109503,0.03583042
41,0.03819004,0.856598508,2.02,16.0,14.945205479,14.0,0.563676003,0.986172557,0.526311618,1e-09,0.054172735,0.24176732,0.633274491,0.782650451,0.847697756,0.883689691,0.201192482,0.014589839,3.43e-07,1.8831e-05,0.0011238,0.013055759,0.02496757,0.031523993,2.03,0.738821165,0.207532107,./feature_computations/dated-10-13-u_features_0.csv,2.7,13.03,0.0,0.069644699,0.292956664,0.000444885,0.204990799
42,0.017037521,0.081632606,2.01,8.0,7.009569378,6.0,0.593044466,0.837380559,0.214034926,0.000571323,0.054916582,0.108800574,0.2143546,0.292167989,0.355786044,1.126727521,0.216472351,0.016015391,1.2329e-05,5.4368e-05,0.006639255,0.012072127,0.017498509,0.039053186,2.0,0.227864995,0.088612605,./feature_computations/009-23-64_features_orig.csv,2.13,0.02,0.001680202,0.010361243,0.022402688,0.002800336,0.022402688
43,0.056752723,0.548618429,2.01,8.0,7.044117647,6.0,0.594383855,0.846279266,0.213999827,0.000283607,0.054844129,0.108592004,0.213460406,0.292158562,0.355832354,1.126742262,0.2217702,0.01604714,2.585e-05,5.4582e-05,0.006674544,0.012123078,0.01755204,0.039096858,2.0,0.243373729,0.096384504,./feature_computations/009-23-64_features_0.csv,2.23,0.1,0.0,0.001121705,0.022714526,0.000560852,0.005047672
44,0.0,-0.0,2.03,10.0,10.0,10.0,0.80091271,0.829432452,0.160403452,3.323e-05,0.029626414,0.06692013,0.117057393,0.238096769,0.347365196,0.419762176,0.448564198,0.198676883,0.015001594,0.105376008,0.130743417,0.180962265,0.271300192,0.310984167,2.03,0.154502614,0.067431624,./feature_computations/009-80-4_features_orig.csv,3.06,0.03,0.0,0.000314911,0.002204377,7.8728e-05,0.001259644
45,0.090700506,1.249752554,2.03,11.0,9.506493506,8.0,0.717581779,0.781224876,0.162341285,6.531e-06,0.031046186,0.073453206,0.136023277,0.238342602,0.32786545,0.466015901,0.46309427,0.228399672,0.001591037,0.076356465,0.143175375,0.238678674,0.318274378,0.360615379,2.01,0.145860463,0.073564982,./feature_computations/009-80-4_features_0.csv,3.18,0.12,0.0,0.0,0.00039367,0.0,0.0
46,0.0,-0.0,2.03,3.0,3.0,3.0,0.121762819,0.992786292,0.868258642,0.658478097,0.740060782,0.768635954,0.891053284,0.978159749,0.985188569,0.290520102,0.5,0.25858784,0.086762645,0.153881379,0.206413837,0.26361974,0.296935662,0.347067462,2.02,0.82166015,0.521111111,./feature_computations/complete-500-0.1-1-9876543215001_features_orig.csv,5.32,0.44,0.093,0.991,0.991,0.287,0.991
47,0.0,-0.0,2.01,3.0,3.0,3.0,0.625458374,1.0,0.614595396,0.001961792,0.109975036,0.242900069,0.706776589,0.999805492,0.999993771,0.903081219,0.5,0.245397284,0.0,2.7044e-05,0.000729212,0.369607807,0.462449221,0.477183101,2.0,0.793678072,0.5228375,./feature_computations/complete-500-0.1-1-9876543215001_features_0.csv,5.3,0.64,0.094,0.986,0.986,0.165,0.986
48,0.132409849,1.473608367,2.01,29.0,21.751904244,19.0,0.694752436,0.736792113,0.18363978,2.148e-06,0.03351375,0.092977325,0.141717493,0.221380723,0.434294495,0.978457176,0.289443873,0.026678856,-0.0,0.002140132,0.009816999,0.019735685,0.045724238,0.051903018,2.0,0.892868267,0.262664781,./feature_computations/countbitssrl032_features_orig.csv,0.36,0.85,0.0,0.000442413,0.963132281,0.000147471,0.963132281
49,0.147562217,2.260000061,2.01,31.0,23.886571056,19.0,0.704842343,0.999049162,0.187354698,0.00026814,0.033450946,0.092933942,0.149750694,0.221475719,0.435260265,0.949336275,0.285649727,0.027264355,-0.0,0.002162333,0.009816901,0.020204359,0.045485097,0.051901597,2.0,0.998679444,0.263735097,./feature_computations/countbitssrl032_features_0.csv,0.47,0.75,0.0,0.02534965,0.113782051,0.009469697,0.113782051
50,0.061020523,0.739609293,2.01,10.0,8.438485804,7.0,0.336760901,0.972694282,0.755083673,5.8798e-05,0.256042994,0.755154025,0.853502816,0.901576524,0.925550824,0.562977733,0.172855687,0.032901581,0.0,0.013070944,0.021523809,0.031157764,0.042425108,0.055719187,2.0,0.61485328,0.240588104,./feature_computations/gss-19-s100_features_orig.csv,1.62,0.04,0.003508259,0.033474638,0.070530624,0.003508259,0.070530624
51,0.05000472,0.610606935,2.01,10.0,8.856866538,7.0,0.337501575,0.966578046,0.754727135,7.05e-06,0.259270558,0.74379044,0.855151283,0.903152671,0.925827628,0.559145734,0.179605975,0.033022316,0.0,0.013376363,0.021524937,0.031175905,0.042688935,0.054657735,2.0,0.616948997,0.24267585,./feature_computations/gss-19-s100_features_0.csv,1.59,0.31,0.00131502,0.015488019,0.196011105,0.002995324,0.061513735
52,0.01074018,0.210283412,2.05,22.0,21.054054054,21.0,0.510708348,1.0,0.625251861,3e-09,0.123443463,0.315914379,0.785379386,0.883007387,0.936362429,0.986540503,0.077863795,0.018487316,-0.0,6.8e-07,0.001983791,0.009611721,0.033405283,0.045567255,2.0,0.656051302,0.156828342,./feature_computations/UCG-20-10p0_features_orig.csv,4.5,3.75,0.001665673,0.070874733,0.562044486,0.0082629,0.562044486
53,0.058489765,1.319945501,2.04,21.0,20.0,17.0,0.643967174,0.98308918,0.507612466,1e-08,0.04571649,0.169914361,0.631225555,0.815539114,0.871176351,0.986092882,0.254611924,0.020649295,8.3e-08,3.312e-06,0.002155035,0.017980502,0.032264043,0.046242954,2.09,0.380349538,0.128629255,./feature_computations/UCG-20-10p0_features_0.csv,5.09,18.06,0.0,0.000239845,0.04653715,0.0,0.031128942
54,0.084995,1.060598738,2.01,11.0,8.540268456,7.0,0.661109777,1.0,0.334038654,2e-08,0.055062536,0.151268447,0.304022825,0.501589816,0.651085504,0.883046905,0.379914283,0.075593633,-0.0,0.003023893,0.025847451,0.058652364,0.114362515,0.149636246,2.0,0.528070086,0.122344493,./feature_computations/6s16_features_orig.csv,1.14,0.25,0.0,0.000285415,0.016744363,9.5138e-05,0.016744363
55,0.09105584,1.159497819,2.01,11.0,8.678861789,7.0,0.646279294,1.0,0.370232441,0.0,0.070703536,0.170963212,0.350125007,0.530505639,0.713579087,0.86222215,0.410408073,0.072160519,-0.0,0.00197086,0.023068736,0.056262754,0.111469271,0.159311725,2.0,0.556179473,0.145092669,./feature_computations/6s16_features_0.csv,1.62,0.96,0.011182419,0.012738234,0.069719953,0.011182419,0.018864255
56,0.083320463,0.960297789,2.01,9.0,7.628714782,6.0,0.930385055,0.940140163,0.270991112,1e-09,0.009858089,0.049611691,0.174059994,0.480457181,0.636351544,0.995695536,0.24242656,0.053547359,0.0,0.002806376,0.01632423,0.036667894,0.073860936,0.132098001,2.0,0.706826303,0.120857639,./feature_computations/AProVE07-01_features_orig.csv,0.25,0.03,0.0,0.002992892,0.008230453,0.001496446,0.008230453
57,0.0787295,0.905590181,2.01,9.0,7.620411817,6.0,0.932367493,0.945176009,0.269755483,0.0,0.009013108,0.045584546,0.171435027,0.47182927,0.632547057,1.009165413,0.236129281,0.05487212,-0.0,0.00329829,0.017113602,0.037884236,0.071301564,0.143937344,2.0,0.5903403,0.119125056,./feature_computations/AProVE07-01_features_0.csv,0.31,0.14,0.0,0.004813032,0.470566457,0.0,0.138097001
58,0.11196677,1.267103151,2.01,10.0,7.951104101,6.0,0.649387343,0.825288016,0.439689979,0.0,0.005126614,0.091312603,0.525848665,0.690981377,0.712557925,0.562109784,0.320975452,0.062871867,-0.0,0.019876678,0.04551223,0.05096459,0.077884081,0.104991955,2.0,0.64176286,0.27260929,./feature_computations/hitag2-8-60-0-0xfba1a41b5dfd7f7-52_features_orig.csv,1.05,0.11,0.0,0.006278027,0.106726457,0.003587444,0.106726457
59,0.116960305,1.277981944,2.01,10.0,7.97260274,6.0,0.649361285,0.825289075,0.439690967,0.0,0.005128618,0.09117491,0.525844822,0.690981819,0.712561977,0.562140586,0.320965628,0.06286996,-0.0,0.019864993,0.04550719,0.050964042,0.077881416,0.104990537,2.0,0.629679279,0.271531383,./feature_computations/hitag2-8-60-0-0xfba1a41b5dfd7f7-52_features_0.csv,1.21,0.46,0.0,0.0,0.510762332,0.0,0.023318386
60,0.0,-0.0,2.62,4.0,4.0,4.0,0.2157174,1.0,0.91301661,0.0,0.500000145,0.974797386,0.998709943,0.999960894,0.99999844,2.245819457,0.5,0.057116778,-0.0,7.19e-07,3.0192e-05,0.001224261,0.023282423,0.241134555,2.06,0.609113544,0.405971008,./feature_computations/9vliw_m_9stages_iq3_C1_bug7_features_orig.csv,168.43,630.96,0.0,0.0,0.0,0.0,0.0
